Training Set Size,Time (s),Time (s),Time (s),Time (s),Time (s),Time (s),Time (s),Time (s),Time (s),Time (s)
570.0,4.57,2.92,2.93,2.97,2.97,2.98,2.9,2.96,2.91,3.03
