Training Set Size,Time (s),Time (s),Time (s),Time (s),Time (s),Time (s),Time (s),Time (s),Time (s),Time (s)
3457.0,333.81,332.04,332.65,338.69,332.58,333.41,332.39,333.26,333.18,332.5
