Mol. wt.,JR Tm /K,CRC Tm /K
90.12199999999994,226.48,280.15
86.08999999999996,234.7,271.95
122.25799999999995,207.76,219.25
234.16000000000005,792.3199999999999,509.65
90.19099999999996,171.3,157.48999999999998
88.10599999999995,295.44,268.03
74.12299999999995,180.66,184.71
106.55199999999996,214.69,184.15
70.09099999999997,171.76,196.55
56.10800000000002,129.76,134.26
56.10800000000002,129.76,167.63
78.074,259.74,369.15
88.10599999999995,251.4,284.15
88.10599999999995,251.4,300.15
67.09099999999998,194.75,221.65
67.09099999999998,198.07,186.15
86.08999999999996,290.36,288.15
86.08999999999996,290.36,344.45
72.10699999999996,190.58,243.15
132.206,223.8,230.05
118.17599999999992,240.43,198.35
223.27200000000013,449.58,427.15
295.3389999999996,638.8199999999999,332.45
116.15999999999993,184.71,174.24999999999997
158.19700000000012,272.18,237.55
73.13899999999995,218.1,224.15
73.13899999999995,220.52,206.23
117.19199999999992,273.28,317.15
149.2370000000001,327.08,290.15
134.222,228.88,185.34
134.222,231.3,215.31
166.2200000000001,454.74,401.15
178.2310000000001,415.69,353.65
178.2310000000001,415.69,437.15
144.21400000000014,222.25,181.65
227.6910000000001,496.9,364.65
140.27000000000007,209.84,198.47
156.26900000000018,268.84000000000003,318.15
156.26900000000018,268.84000000000003,355.15
156.26900000000018,268.84000000000003,356.15
126.2429999999999,202.09,165.2
162.27600000000015,278.88,255.15
178.27500000000015,390.6,295.45
178.27500000000015,390.6,355.54999999999995
240.2150000000001,655.28,399.15
162.27600000000015,266.36,234.75
102.17699999999992,182.03,179.14999999999998
160.25700000000018,315.25,316.15
118.24499999999992,194.2,187.25
172.26800000000017,244.79,223.15
90.12199999999994,220.31,279.15
180.24700000000013,389.04,324.15
194.2300000000001,394.2000000000001,341.65
164.24800000000013,277.32000000000005,292.25
180.24700000000013,389.04,338.15
148.24900000000014,255.09,231.79
88.14999999999993,168.34,157.45
164.24800000000013,366.81,319.65
164.24800000000013,366.81,300.65
184.28200000000007,319.18,253.45
214.34900000000025,278.6,235.15
338.5759999999992,374.95,246.75
158.24100000000016,233.52,189.38
150.22100000000012,343.02,267.54999999999995
150.22100000000012,340.6,295.15
150.22100000000012,343.02,373.15
176.25900000000013,316.29,290.85
160.1690000000001,474.85,377.65
127.18699999999993,271.9,401.15
179.2190000000001,473.54,370.15
311.5919999999997,443.30000000000007,301.65
116.16399999999994,316.96000000000004,442.15
160.26000000000013,264.6,236.25
100.16099999999992,180.27,161.14999999999998
54.09200000000001,240.94,240.95
114.05599999999998,562.14,439.15
84.07399999999997,401.54,351.15
70.09099999999997,242.63,209.65
86.08999999999997,199.35,229.79
532.6300000000008,947.47,544.15
532.6300000000008,947.47,494.15
200.2340000000001,573.88,475.15
200.2340000000001,573.88,460.15
314.4689999999994,589.51,340.15
305.4179999999995,548.02,338.15
201.22500000000008,391.63,415.85
166.1800000000001,384.59,342.65
168.19900000000007,497.4,498.15
201.56500000000003,423.4500000000001,353.15
68.03099999999999,180.0,160.64999999999998
82.461,181.47,125.14999999999998
66.006,152.14,159.14999999999998
180.15900000000005,551.3299999999999,457.65
179.1970000000001,569.97,479.15
260.33400000000006,433.0,365.15
536.8880000000007,536.4000000000001,460.65
536.8880000000007,458.00000000000006,426.15
568.8860000000026,666.3199999999999,488.65
552.8870000000016,609.74,433.15
552.8870000000016,423.66,441.15
222.3720000000002,425.39,359.15
223.27200000000013,438.23,367.15
304.2169999999996,539.3900000000001,340.04999999999995
561.5470000000018,797.18,363.15
397.771,547.69,378.15
223.65900000000008,409.55,318.65
338.87599999999986,522.06,428.15
268.1869999999997,411.49,328.15
93.51299999999998,275.41,394.15
211.64800000000008,423.84,405.15
154.59600000000003,286.19000000000005,329.65
112.943,222.07,251.45
213.6670000000001,454.59,394.15
127.57399999999996,309.5,262.85
142.58500000000006,259.74,246.65
212.6790000000001,394.3200000000001,356.65
112.55899999999995,213.72000000000003,227.95
170.59500000000006,409.38,349.75
151.59600000000006,313.77,297.15
151.59600000000006,313.77,302.15
142.58900000000008,405.28,364.15
144.55700000000004,437.16,321.65
144.55700000000004,437.16,381.15
142.58500000000006,298.33000000000004,346.15
144.62600000000003,262.70000000000005,334.15
156.568,398.11,413.55
156.568,398.11,512.65
137.56900000000002,302.5,314.15
184.65100000000007,523.74,477.15
169.63600000000002,427.96,297.15
168.58300000000006,466.86000000000007,457.65
169.56700000000004,426.61,464.65
175.01400000000004,317.36,289.15
188.61700000000005,382.2600000000001,369.15
188.65700000000007,320.28000000000003,289.15
203.67200000000008,416.06,407.15
88.53699999999998,147.28,143.14999999999998
122.55099999999996,310.36,289.15
90.55299999999995,145.72,155.84999999999997
90.55299999999995,145.72,167.34999999999997
170.0830000000001,249.69,239.15
161.03100000000006,267.43,256.15
124.99799999999998,178.96,259.15
189.04100000000005,328.63,374.65
182.60600000000005,415.57,485.15
182.60600000000005,415.57,522.65
176.7310000000002,232.38,241.85
208.28,235.55,253.15
130.47700000000003,306.42,298.15
100.495,128.4,142.36
86.468,117.13,115.73
187.6260000000001,401.54,364.15
155.62800000000007,281.25000000000006,308.65
140.61300000000008,261.29999999999995,267.15
156.61200000000005,373.02,356.15
106.59599999999996,178.45,253.15
217.568,621.76,430.15
202.553,525.98,323.35
252.61300000000003,616.28,419.65
203.541,586.25,339.65
230.69400000000007,365.23,341.65
204.78500000000025,254.92,263.85
80.51399999999998,203.04,205.15
156.61200000000005,271.01000000000005,290.25
140.61300000000008,248.78,189.85
140.61300000000008,248.78,210.65
145.56400000000005,322.61,318.15
130.549,226.83,246.35
175.54600000000002,382.96,314.65
134.65,198.57,203.75
120.62299999999992,187.3,179.14999999999998
172.567,509.83,444.15
232.66600000000005,493.2,368.45
238.45500000000004,284.3,326.72
154.64000000000007,245.05,198.75
50.48800000000001,130.95,175.51
157.60000000000008,355.52,357.15
141.60100000000006,333.29,280.15
141.60100000000006,333.29,299.15
141.60100000000006,333.29,299.15
170.59500000000006,336.62,293.65
106.59599999999996,178.45,200.55
90.55299999999995,182.7,182.25
156.61200000000005,271.01000000000005,297.65
176.64600000000007,315.29,305.15
171.58300000000003,381.12,320.85
171.58300000000003,381.12,344.15
171.58300000000006,393.64,315.65
171.58300000000006,393.64,339.65
142.58500000000006,349.23,319.15
142.58500000000006,349.23,324.15
200.62100000000007,455.4,392.85
92.56899999999996,149.76,142.84999999999997
162.61900000000006,304.02,267.15
178.61800000000005,415.74000000000007,393.65
172.57100000000003,465.63,381.55
172.57100000000003,465.63,389.65
172.57100000000003,465.63,398.95
157.55600000000004,369.85,316.75
187.58600000000007,561.4100000000001,440.15
201.56500000000003,554.24,439.65
173.55500000000004,481.57,380.65
173.555,481.57,312.15
158.54400000000004,430.12,377.15
225.553,397.83,295.15
178.70300000000017,281.93,301.15
148.67700000000016,209.84,215.35
154.465,150.01000000000002,173.74999999999997
106.59599999999996,161.03,168.14999999999998
128.55799999999996,325.44,281.15
128.55799999999996,325.44,316.25
186.59400000000005,431.61,421.65
186.59400000000005,431.61,431.45
200.62100000000007,427.88,386.15
169.61100000000005,351.37,349.75
218.68300000000008,377.37,332.15
251.11200000000005,423.9200000000001,338.85
154.59600000000003,298.71000000000004,291.54999999999995
211.64800000000008,423.84,379.65
184.62200000000007,420.65,375.15
184.62200000000007,420.65,399.15
180.59000000000003,526.75,417.65
78.54199999999997,138.49,156.04999999999998
108.52399999999996,314.09000000000003,314.15
76.52599999999998,148.41,138.34999999999997
76.52599999999998,148.41,174.14999999999998
76.52599999999998,151.73,137.14999999999998
106.508,298.37,339.15
213.6640000000001,351.31,315.65
129.55,430.04,493.15
113.54699999999995,273.99,229.65
163.60700000000003,364.29,311.54999999999995
163.60700000000006,364.29,319.04999999999995
179.60600000000005,476.0100000000001,403.15
138.5970000000001,247.02,289.04999999999995
257.7690000000001,574.6700000000001,300.15
136.47500000000002,132.0,73.99999999999997
118.58799999999998,277.39,201.3
126.58599999999996,237.51,225.35
145.55300000000005,586.09,603.15
118.485,146.41,167.64999999999998
104.458,135.14,91.99999999999996
180.55600000000004,241.7,267.15
180.55600000000004,241.7,240.15
148.67700000000016,214.68,247.15
185.479,564.2,278.95
290.74999999999966,523.9000000000001,425.15
390.8669999999997,782.8299999999999,405.65
212.6800000000001,418.9,420.15
360.5819999999993,595.0799999999999,436.65
384.6479999999993,544.91,423.65
372.6809999999992,453.29,351.75
372.6809999999992,453.29,345.15
388.6799999999992,509.87,414.65
388.6799999999992,509.87,458.65
386.6639999999993,527.39,405.15
386.6639999999993,527.39,414.65
490.77199999999937,614.21,423.15
651.1170000000033,706.68,321.04999999999995
386.6639999999993,527.39,421.35
226.18400000000003,608.17,421.15
228.29400000000007,442.18,528.15
294.3979999999996,603.4100000000001,332.15
281.3989999999995,414.94000000000005,348.15
148.16100000000006,373.13,315.15
148.16100000000006,373.13,407.15
264.32399999999984,377.63,317.15
250.29400000000007,368.19000000000005,248.15
192.12300000000005,702.42,426.15
303.1519999999998,710.36,455.15
405.9689999999996,526.1800000000001,390.15
192.00100000000003,500.8200000000001,424.15
285.3429999999996,724.3499999999999,493.65
143.23000000000013,338.15000000000003,394.15
550.6450000000018,1012.5,511.15
108.13999999999994,306.79,304.15
108.13999999999994,306.79,307.92
636.6100000000016,1614.25,459.15
356.37399999999974,658.53,404.65
307.3489999999997,608.6000000000001,365.15
240.6980000000001,659.92,438.75
84.07799999999997,321.75,387.25
99.09299999999998,374.41,387.65
147.13300000000004,444.45,496.15
113.11599999999996,371.7,318.15
105.922,225.82,325.15
45.016000000000005,166.61,191.15
177.15900000000005,477.95,451.15
110.141,384.0,331.15
215.36200000000017,337.91,284.65
100.11699999999996,321.13,266.15
140.27000000000007,200.0,283.54999999999995
168.3240000000002,215.5,333.95
94.15699999999994,178.27,162.74999999999997
114.18799999999992,233.33,280.29999999999995
96.17299999999992,177.51,217.85
80.12999999999995,170.52,224.15
142.19800000000012,347.9,302.04999999999995
128.17099999999994,336.63,301.15
114.19199999999994,327.04,287.95
142.24600000000012,349.58,203.15
116.15999999999993,282.16,368.15
114.18799999999992,236.85,230.15
100.16099999999992,225.58,299.15
82.14599999999994,169.76,169.64999999999998
126.15499999999992,354.15,311.15
170.16400000000007,505.02,446.15
124.18299999999992,254.75,346.15
99.17699999999994,248.02,255.45
175.27500000000015,311.46000000000004,289.15
204.2690000000001,312.4,263.15
166.3080000000002,239.76,276.834
116.15999999999993,247.81,253.15
176.25900000000013,370.52,403.75
108.18399999999993,186.02,220.15
127.23099999999992,263.52,225.15
128.21499999999992,241.08,298.25
106.16799999999994,186.78,187.15
110.19999999999992,185.26,260.15
110.19999999999992,185.26,214.15
210.40500000000023,238.75,337.15
66.103,162.77,176.60999999999996
128.17099999999994,340.15,286.65
102.13299999999994,274.41,303.15
102.13299999999994,274.41,319.15
86.13399999999994,217.83,256.15
96.12899999999996,227.8,241.15
252.39800000000025,442.34,333.65
573.7710000000023,1028.69,541.15
86.08999999999996,313.38,291.65
57.09600000000002,224.77,237.77
72.10699999999996,175.01,163.14999999999998
198.31000000000017,349.13,411.15
449.85599999999965,577.31,322.35
227.69900000000013,595.45,443.55
77.15199999999997,232.02,372.65
238.3710000000002,441.2,387.15
498.662,702.24,579.15
138.25400000000005,224.26,230.25
138.25400000000005,224.26,242.8
156.26900000000018,244.46,269.25
172.31600000000023,368.98,332.85
202.2500000000001,523.66,404.15
239.1420000000001,362.16,271.85
174.35300000000018,238.92,247.86
158.2850000000002,263.28,280.15
158.2850000000002,248.28,262.15
156.26900000000018,252.39,287.15
156.26900000000018,252.39,264.15
140.27000000000007,200.7,206.94
140.27000000000007,197.38,161.14999999999998
140.27000000000007,197.38,200.15
200.3220000000002,267.33,258.15
218.3840000000002,296.5,258.75
210.40500000000023,269.71,251.04
436.853,424.13,282.35
184.3230000000002,245.47,232.15
138.25400000000005,308.56,199.15
505.2059999999997,651.53,373.55
392.57999999999936,708.2399999999999,450.15
164.1570000000001,451.9,509.15
134.13100000000003,340.57000000000005,363.15
560.6930000000021,1089.61,412.15
213.3100000000001,570.72,358.15
158.15300000000008,236.55,235.55
162.18800000000007,341.26000000000005,386.15
118.08799999999997,219.5,303.15
137.22600000000006,218.38,367.15
188.31400000000016,328.04,517.88
118.13599999999994,446.96,391.25
200.2410000000001,491.63,465.35
216.30900000000008,503.80000000000007,381.65
328.4079999999996,544.96,559.15
279.3419999999997,592.75,499.75
279.3419999999997,592.75,462.15
278.3539999999997,532.48,471.35
267.33099999999973,617.73,494.45
184.19400000000005,381.72,390.65
302.3759999999997,606.52,520.15
302.3759999999997,606.52,556.75
184.2630000000001,415.55000000000007,371.82
197.2810000000001,353.04,247.15
240.3500000000001,428.24,299.15
214.33300000000008,334.78,321.45
217.844,377.5,322.15
250.921,411.7,330.15
235.906,315.92,279.15
235.906,315.92,360.45
387.7349999999998,387.73,433.44
215.91600000000005,239.44,207.75
215.91600000000005,224.44,249.15
276.277,268.43,323.15
300.0779999999996,322.06,301.15
256.752,261.74,247.15
223.842,235.5,211.85
328.1319999999995,344.6,314.15
187.862,231.9,282.95
185.846,226.82,220.15
185.846,226.82,266.65
191.825,206.22,195.15
243.9700000000001,276.98,271.95
276.9149999999999,516.4200000000001,463.65
249.93300000000005,339.71,279.15
249.93300000000005,299.67,274.15
265.93199999999985,451.43,331.15
285.96599999999984,406.22,356.15
286.05099999999965,310.79,250.65
229.9430000000001,250.71,238.75
251.905,427.64,313.15
201.88900000000007,228.17,217.75
231.87100000000004,388.77,339.65
236.89400000000003,376.19,385.15
356.1859999999994,367.14,323.54999999999995
241.935,379.59,255.65
241.935,379.59,277.65
338.9829999999999,702.8299999999999,518.15
222.32800000000017,330.94000000000005,318.65
160.25700000000018,235.65,214.15
205.3450000000002,306.43,240.95
222.32800000000017,514.76,486.65
178.36600000000016,253.56,270.65
172.31600000000023,312.62,326.45
228.28800000000007,304.58,255.15
258.3580000000001,332.2,240.75
142.2420000000001,245.96,247.95
228.28800000000007,304.58,193.15
216.27700000000016,303.23,267.15
220.3560000000002,426.83,324.15
202.2500000000001,287.12,242.65
206.3290000000001,368.2,231.15
206.3290000000001,403.04,310.65
278.3479999999996,393.68,238.15
230.30400000000017,309.66,243.95
146.29900000000015,214.32,198.18
262.302,401.30000000000007,295.15
128.942,317.74,285.15
94.928,278.24,207.15
162.01900000000003,351.94,336.15
162.01900000000003,351.94,312.15
162.01900000000003,351.94,325.15
190.02900000000005,413.14,471.15
147.00400000000002,256.16,248.35
177.03400000000005,447.72,443.15
179.00200000000004,479.6,356.65
179.00200000000004,479.6,386.15
177.03000000000003,340.77,332.65
253.1320000000001,554.28,405.65
191.01300000000003,440.55,427.15
191.013,440.55,477.65
172.014,344.94,416.75
209.459,359.8,289.65
223.1020000000001,362.72,307.85
223.1020000000001,362.72,421.15
318.02999999999986,412.1,362.95
127.01399999999995,197.1,199.15
159.01200000000006,286.32,399.65
124.99799999999998,189.6,231.15
124.99799999999998,189.6,276.15
195.47600000000008,309.87,310.65
153.05200000000008,220.36,268.15
253.08400000000003,466.6,483.15
134.94000000000003,143.32,171.95
132.924,140.32,153.54999999999998
132.924,140.32,179.84999999999997
120.913,164.47,116.09999999999997
175.05800000000008,303.74,344.15
191.05700000000007,415.46,356.15
98.95999999999998,157.14,176.21999999999997
96.944,156.42000000000002,150.64999999999998
96.944,167.06,193.15
96.944,167.06,223.3
116.95,157.73000000000002,213.15
102.923,146.46,142.79999999999998
232.938,295.52,249.15
220.927,194.21,148.24999999999997
84.93299999999999,160.87,178.23999999999998
177.03000000000006,302.18,283.15
221.03900000000004,486.57,388.05
177.03000000000006,391.67,331.15
163.00700000000006,400.49,299.15
197.06400000000005,346.46000000000004,309.15
197.06400000000005,346.46000000000004,340.65
197.06400000000005,346.46000000000004,322.15
