Training Set Size,Time (s),Time (s),Time (s),Time (s),Time (s),Time (s),Time (s),Time (s),Time (s),Time (s)
4512.0,958.5,961.19,956.36,954.38,947.79,948.83,948.46,948.24,948.31,948.67
