Training Set Size,Time (s),Time (s),Time (s),Time (s),Time (s),Time (s),Time (s),Time (s),Time (s),Time (s)
547.0,5.74,4.22,4.21,4.12,4.12,4.18,4.14,4.06,4.1,4.08
