Mol. wt.,JR Tm /K,CRC Tm /K
100.20499999999991,153.65,154.59999999999997
130.18699999999995,210.98,181.95
102.13299999999995,188.44,199.55
88.14999999999995,168.34,145.64999999999998
104.21799999999992,180.51,156.11999999999998
72.10699999999996,155.31,157.34999999999997
96.10399999999996,184.39,230.97
132.22199999999998,180.51,209.15
110.13099999999996,208.18,210.65
110.13099999999996,208.18,216.55
68.07499999999997,178.07,187.57
98.10099999999996,262.68,258.65
92.09399999999997,291.03000000000003,291.35
240.4750000000003,281.35,295.12
100.20499999999991,168.64999999999998,182.601
116.20399999999992,214.47,203.15
226.4480000000003,270.08000000000004,291.33
186.054,249.94,278.25
138.01000000000002,120.68,173.09999999999997
86.17799999999993,157.38,177.88
102.17699999999992,218.2,226.75
100.16099999999992,207.31,217.7
100.16099999999992,207.31,217.75
101.19299999999993,240.64,252.15
118.17899999999992,252.31,221.81
204.01,241.86,242.45
184.02000000000007,192.9,169.64999999999998
155.96600000000004,170.36,162.14999999999998
141.93900000000002,159.09,207.15
184.02000000000007,195.32,239.55
169.99300000000008,181.63,171.74999999999997
169.99300000000008,166.63,182.75
58.12400000000002,119.84,113.73
116.15999999999993,184.71,176.04999999999998
73.13899999999995,203.1,187.15
144.21400000000014,192.25,192.55
72.15099999999997,131.11,113.34999999999997
130.18699999999995,195.98,194.65
102.13299999999995,173.44,199.75
59.11200000000002,191.83,178.03099999999998
112.21599999999992,175.82,161.64999999999998
134.222,226.4,205.05
90.19099999999996,154.24,171.67999999999998
129.16199999999998,321.85,299.61
98.14499999999994,188.27,220.35
32.041999999999994,161.85,175.64999999999998
76.09499999999996,206.62,188.05
118.13199999999996,210.67,203.15
74.07899999999998,165.9,174.95
86.08999999999997,175.41,197.55
67.09099999999998,184.11,237.35
31.058,184.29,179.72999999999996
107.15599999999996,290.85,258.73999999999995
107.15599999999996,290.85,242.35
107.15599999999996,290.85,316.45
83.13399999999996,196.1,172.34999999999997
102.13299999999994,188.44,187.35
88.14999999999993,191.93,155.95
88.14999999999993,209.35,264.45
86.13399999999994,181.04,180.01999999999998
70.13499999999998,130.39,135.61999999999998
70.13499999999998,127.07,139.42999999999998
88.14999999999993,170.76,164.54999999999998
108.524,195.82,240.85
99.08899999999998,242.16000000000005,260.04999999999995
98.18899999999992,176.03,146.54999999999998
114.18799999999992,260.75,299.35
114.18799999999992,232.61,271.15
84.16199999999994,168.28,130.73099999999997
156.31300000000022,198.73,224.32
156.31300000000022,198.73,180.35
142.96900000000005,210.74,221.25
114.2319999999999,164.92000000000002,164.14999999999998
114.2319999999999,164.92000000000002,152.66999999999996
114.2319999999999,164.92000000000002,152.14999999999998
100.20499999999991,153.65,154.91999999999996
100.20499999999991,153.65,153.74999999999997
130.18699999999995,210.98,203.15
46.073000000000015,236.95,220.85
102.13299999999994,173.44,188.55
100.11699999999996,172.72,225.6
142.20100000000008,285.37,242.72
142.2860000000001,187.46,198.85
142.2860000000001,187.46,186.742
58.08000000000002,168.07999999999998,161.24999999999997
86.17799999999993,142.38,119.54999999999998
86.17799999999993,142.38,110.26
118.17599999999992,266.44,223.15
102.17699999999992,220.62,170.14999999999998
102.17699999999992,188.2,183.15
100.16099999999992,192.31,188.15
118.24499999999992,191.78,179.14999999999998
69.10699999999997,184.83,201.65
90.19099999999996,156.3,128.30999999999997
90.19099999999996,173.72,274.42
88.10599999999997,177.17000000000002,185.65
74.12299999999995,180.66,171.19
74.12299999999995,198.08,298.96
90.19099999999996,169.24,160.19
93.12899999999996,255.34000000000003,206.5
93.12899999999996,255.34000000000003,255.05
93.12899999999996,255.34000000000003,276.83
152.14900000000006,360.39,264.65
98.16999999999996,258.74,209.85
98.16999999999996,258.74,204.24
87.12199999999996,278.06,268.35
128.17399999999995,261.58000000000004,353.37
72.15099999999997,148.53,256.78
75.06699999999998,255.91,183.73
61.04000000000001,244.64,244.45
89.09399999999997,267.18,168.84999999999997
89.09399999999997,252.18,181.85
268.529,303.89,304.65
128.2589999999999,191.19,219.68
254.50200000000032,292.62,301.32
282.4679999999995,448.14,287.15
114.2319999999999,179.92000000000002,216.42
144.21400000000014,340.52,289.66
130.23099999999994,225.74,241.55
112.21599999999992,178.16,171.48999999999998
110.19999999999992,226.89,193.75
110.19999999999992,286.02,211.65
110.19999999999992,286.02,169.24999999999997
110.19999999999992,286.02,170.54999999999998
58.08000000000001,168.8,176.14999999999998
44.05300000000001,161.05,160.69
202.295,249.32,244.17
212.42100000000028,258.81,283.1
168.064,236.83000000000004,225.85
182.091,260.62,243.36
72.15099999999997,146.11,143.48
104.14899999999994,267.75,253.15
100.11699999999996,245.97,254.85
83.13399999999996,211.1,176.95
104.21799999999992,182.57,197.46
102.13299999999994,306.71000000000004,239.52
88.14999999999993,206.93,195.57
88.14999999999993,191.93,200.15
86.13399999999994,196.04,196.32
86.13399999999996,196.04,234.17
70.13499999999998,144.35,108.01999999999998
130.18699999999995,210.98,202.25
87.16599999999994,229.37,222.15
238.024,150.42000000000002,144.14999999999998
200.028,236.86,233.35
94.11299999999996,283.0,314.04
58.08000000000002,165.57,193.15
44.09700000000002,123.57,85.51999999999998
74.12699999999995,290.09000000000003,262.25
76.09499999999997,230.21,213.15
76.09499999999996,245.21,245.55
55.08000000000001,188.56,180.15
76.16399999999996,160.03,160.02999999999997
76.16399999999996,145.03,142.64999999999998
60.096000000000025,184.39,148.76
60.096000000000025,169.39,185.24
42.08100000000002,121.81,87.94999999999999
102.13299999999995,188.44,180.15
59.11200000000002,206.83,188.37
112.21599999999992,190.82,155.80999999999997
116.15999999999994,199.71,197.25
79.10199999999998,231.55,231.52
80.08999999999997,291.82000000000005,295.15
67.09099999999998,256.53,249.76
71.12299999999998,255.01,215.36
129.16199999999998,321.85,258.37
68.11899999999999,213.65,166.16999999999996
104.15199999999994,204.58000000000004,242.5
80.08999999999999,264.82,331.135
345.65399999999994,321.5,273.15
167.85000000000002,201.98,230.81
165.834,198.98,250.95
153.823,223.13,250.32
198.39400000000023,247.54,279.02
72.10699999999997,176.55,164.76999999999998
102.13299999999995,244.4,193.15
132.206,260.06,237.39
86.13399999999996,184.3,224.05
88.17499999999995,233.43,177.01999999999998
128.2589999999999,196.03,206.62
196.031,677.89,287.04999999999995
102.20199999999994,241.18,292.23999999999995
74.14799999999997,225.68,199.96
84.14299999999997,234.95,235.03
92.14099999999996,195.07,178.14999999999998
252.731,265.43,281.84
185.35500000000025,257.47,203.15
133.40500000000003,204.48,243.11
133.40500000000003,187.06,236.98
131.389,183.02,188.0
137.368,193.8,162.67999999999998
119.378,175.79000000000002,209.68
147.43200000000004,198.33,259.35
187.375,208.67,287.52
187.375,208.67,236.93
184.36700000000025,236.27,267.79999999999995
101.19299999999993,189.85,158.45
150.17400000000012,323.48,263.75
114.022,277.09000000000003,257.95
84.03999999999999,116.49,161.33999999999995
146.11100000000005,199.26,244.16
59.112000000000016,156.04000000000002,156.04999999999998
100.20499999999991,156.07,248.59
128.2589999999999,178.61,167.24999999999997
128.2589999999999,146.19,145.24999999999997
114.2319999999999,167.34,160.74999999999997
114.2319999999999,167.34,165.78999999999996
114.2319999999999,167.34,171.95
114.2319999999999,134.92000000000002,163.84999999999997
121.18299999999994,302.92,228.85
156.31300000000022,213.73,247.61
86.08999999999997,175.41,172.95
106.16799999999994,218.86,247.99
106.16799999999994,218.86,225.3
106.16799999999994,218.86,286.45
122.16699999999992,330.58000000000004,348.04999999999995
