Training Set Size,Time (s),Time (s),Time (s),Time (s),Time (s),Time (s),Time (s),Time (s),Time (s),Time (s)
388.0,4.0,2.39,2.34,2.33,2.37,2.39,2.35,2.33,2.36,2.56
