EnthalpyFus/MW,JR Tm /K,CRC Tm /K
0.1230237319995972,353.43000000000006,310.65
0.1756092566045465,301.46000000000004,330.15
0.1871526802797494,563.17,526.65
0.1848556077904634,424.52,489.15
0.2170172614752734,569.56,443.15
0.1572389051795969,426.92,522.15
0.1503796029393854,402.57,449.65
0.1148025909051999,342.16,384.08
0.1738734108474511,363.7,458.15
0.0719273253777351,393.24,318.65
0.1464306354750357,469.08,443.15
0.1858511543635216,607.5799999999999,542.15
0.1545336406433895,511.97,476.65
0.1770640713706406,534.91,478.95
0.1776686407626749,408.78,543.15
0.1956059207967604,439.9,391.15
0.1495491532878821,378.78,446.65
0.1495491532878821,378.78,459.15
0.146023797950473,404.71,439.65
0.1280647500110974,339.53000000000003,293.15
0.1251794090229791,352.05000000000007,378.15
0.1307702103986111,363.3200000000001,413.15
0.1236836149165901,252.65,274.85
0.1359707424822595,397.59,398.65
0.2042477614149337,501.36,446.15
0.0721936029291018,333.56,346.15
0.1250125238761641,504.2,316.54999999999995
0.0635402069375923,397.37,323.15
0.0918748696416301,510.53,496.15
0.1425601567540442,557.58,460.65
0.1769895505658602,518.5,359.15
0.1415474401689859,638.63,432.45
0.166839242223162,451.45,417.75
0.166839242223162,451.45,461.35
0.1481383780524571,571.6500000000001,395.15
0.1105849613429535,351.88,489.15
0.144211516223233,536.27,524.65
0.144211516223233,536.27,492.15
0.1248439450686641,436.49,433.65
0.1638148618005489,687.0400000000001,481.15
0.1312341363208105,463.6,425.15
0.1221195430704717,405.21,375.65
0.1221195430704717,405.21,375.65
0.1117697995070938,386.39,437.65
0.1117697995070938,386.39,437.65
0.1117697995070938,386.39,437.65
0.1536985305807271,471.73,464.15
0.1659433732411186,633.56,385.15
0.1540228400955466,632.74,519.65
0.2109644410719517,524.3,550.65
0.2109644410719517,524.3,543.15
0.1662123066651829,566.24,450.15
0.0992400954951862,261.58000000000004,372.15
0.1502882558968478,513.6,345.54999999999995
0.1239367194414398,502.77,352.15
0.127528545633761,502.4500000000001,405.15
0.1169544534678966,442.18,433.15
0.1066158417324866,248.34000000000003,306.65
0.1517443995593095,366.94000000000005,349.85
0.102602623963944,271.33000000000004,251.05
0.1185908110221398,298.22,315.15
0.1418479064950437,362.84,376.15
0.1418479064950437,362.84,413.45
0.1069824257230672,378.56000000000006,316.65
0.1444896566847785,485.24,495.15
0.1324493724939564,340.5,339.15
0.1324493724939564,340.5,390.65
0.123850329065947,326.06,396.65
0.0916005848939879,269.24,301.65
0.1296386456846258,289.6,273.15
0.096370604147881,231.53000000000003,243.15
0.1147729135923921,259.61,320.15
0.1548173155676301,378.21,321.54999999999995
0.1409448774962475,354.47,376.55
0.0851326453744294,220.26,258.28
0.2034824237059878,724.45,482.15
0.2034824237059878,724.45,653.15
0.183013377104297,506.44,398.65
0.183013377104297,506.44,489.15
0.1227775059813825,546.44,437.15
0.1108299402564785,400.24,367.99
0.1739476379519041,407.1,445.35
0.1210329292914778,532.48,398.55
0.1849961352797911,378.69,315.15
0.1764717480890442,367.52,331.15
0.2001301510485407,502.22,488.95
0.1247641845939218,516.22,438.35
0.1154968259178945,433.67,462.75
0.1387395776018961,268.37,255.15
0.1174944458526547,290.41,323.15
0.1449094407802928,380.92,388.15
0.1048773133315743,396.13,410.15
0.1312523069574218,590.26,553.15
0.1048720791122915,339.04,321.15
0.1195388141913852,298.92,320.15
0.1247641845939218,516.22,452.15
0.1241477050808493,412.15,365.15
0.1260840511385749,445.79,316.85
0.1293556848594596,481.30000000000007,360.15
0.1479230848378837,533.96,475.95
0.0899383769364321,325.25,304.48
0.19391070034501,467.37,373.15
0.1589953241607414,328.64000000000004,302.51
0.1605908531389072,546.9200000000001,396.65
0.1642014422049019,687.81,533.65
0.1390171992344108,523.4300000000001,472.15
0.109554041498916,445.6,374.65
0.0976033122523458,274.92,272.65
0.1016001418051146,245.59,245.15
0.0600379277648478,303.06,276.15
0.1394593318078973,587.0999999999999,392.65
0.1163959860697709,259.94000000000005,221.65
0.1217981599310246,384.89,307.65
0.1327496233905668,468.52,363.15
0.1152896611511062,342.71000000000004,292.15
0.1252696339692638,360.17,312.15
0.1493559926595905,372.64,281.65
0.1329634654193749,425.04,332.15
0.1081386544939812,312.90000000000003,279.76
0.0957705436001539,228.57,220.55
0.1650492364778081,636.47,407.65
0.1560982873238389,624.68,373.15
0.1207677094215896,300.66,198.15
0.1264125750388084,400.83,357.15
0.1272286407074596,363.83,289.95
0.1185390038232669,349.38,285.54999999999995
0.1082309104799688,305.73,316.15
0.1892632047107135,819.19,511.15
0.1209754776387212,639.0400000000001,594.45
0.098558790105887,201.77,319.35
0.0951683273583008,280.84000000000003,293.15
0.1085193225405204,517.61,342.15
0.1136310019973892,458.44,432.15
0.1413054866762129,681.8800000000001,493.15
0.0967499286696235,277.84000000000003,342.08
0.1039492919396055,366.62,361.15
0.1331401092041987,469.4,354.15
0.1635222722206167,646.62,506.65
0.1422050373234519,501.28,370.65
0.1743749083443319,724.72,583.15
0.1085865405683595,362.83,394.15
0.1281148359669116,398.38000000000005,343.04999999999995
0.1281148359669116,398.38000000000005,341.15
0.1326138864179034,578.98,469.15
0.1229395927470345,583.2,407.15
0.208589789568572,354.02,234.15
0.1320175862402164,538.2,366.15
0.1399461129743376,491.94,410.15
0.078420972874678,338.46,368.15
0.078420972874678,338.46,417.65
0.0789626924143986,444.71,327.15
0.1187591741936886,702.71,396.15
0.1242853933717512,321.19000000000005,318.15
0.1171730124904922,229.08,286.65
0.1057935084372036,278.7,307.15
0.0915108864899659,194.37,231.65
0.1032137263853812,330.01,356.15
0.107194084306981,431.52,345.95
0.0912953154535757,448.50000000000006,343.15
0.1059339009568631,373.99,328.65
0.0574271135643696,428.06,389.65
0.1017562201492901,469.83,344.15
0.0626964559557397,106.89,149.99999999999997
0.1246412403467765,469.99,375.15
0.110191627193648,537.3,453.15
0.1578923686105111,397.42,315.65
0.150731240382402,426.17,195.15
0.1363668950543318,453.8399999999999,218.15
0.1031511807723026,743.12,309.04999999999995
0.1331281101240742,620.5600000000001,447.15
0.1739121359290857,474.12,311.85
0.198979798388729,384.34,373.25
0.1490305333346989,406.78,337.65
0.1471062547691532,470.24,382.65
0.1365432854976083,654.52,412.25
0.1269516005892053,446.05,290.45
0.1451779641125266,512.55,435.65
0.1063821030015833,482.49000000000007,346.15
0.1302906210590454,415.6,213.15
0.1119318181818181,394.22,320.65
0.0666119272705754,394.76,313.15
0.1094091903719912,359.82000000000005,330.45
0.1463319712006227,658.9,357.15
0.1544112245647544,612.6400000000001,454.95
0.0896480587996573,577.3600000000001,469.15
0.1287715169200437,705.44,461.15
0.1814905034333645,472.88,471.15
0.0760099852259411,339.01,300.15
0.0689637173857726,357.4,436.15
0.0554143336093433,304.06,401.15
0.1155259435661547,854.7499999999999,478.15
0.0853504941392782,826.7900000000001,452.15
0.1177418890520194,332.70000000000005,323.15
0.0874165398122051,316.07000000000005,324.15
0.0896962650777503,339.38,304.04999999999995
0.0896962650777503,339.38,336.02
0.0749053658119292,289.62,286.65
0.1188582907842972,439.26,389.15
0.07034027554617,316.13,302.15
0.0754718976924744,292.58000000000004,346.15
0.1142678055308204,427.99,429.85
0.0787276123502911,332.38,328.65
0.0787276123502911,332.38,387.15
0.0848426856218531,347.24,284.15
0.0849820683974809,350.16,360.15
0.0724594191243253,327.19,315.15
0.0656548944106853,409.38,325.15
0.0831995329149029,194.64,160.64999999999998
0.1079028993664746,340.24,271.15
0.0859233800479985,189.56,172.84999999999997
0.0652573257088678,178.92000000000002,139.74999999999997
0.0762199638529228,175.6,161.95
0.0762199638529228,175.6,157.74999999999997
0.0618436734578965,303.62,292.15
0.0753701914287952,286.04,260.54999999999995
0.0753701914287952,286.04,337.92999999999995
0.0726583037563366,202.02,256.45
0.0605175292153589,190.75,185.25
0.0908382300035975,358.51,369.65
0.051638067436127,224.56,216.87
0.1218001464856994,262.26,243.85
0.0807436918990703,328.48,356.15
0.0518833661927985,205.67,217.15
0.0478922081592434,147.01,127.99999999999996
0.0811611118315825,291.17999999999995,256.15
0.0811611118315825,291.17999999999995,272.95
0.1318602127900763,555.86,348.15
0.1288738384503039,284.8,263.54999999999995
0.0570820255859626,172.1,154.74999999999997
0.0825611872895559,300.89000000000004,275.15
0.0944300068262655,236.97,259.35
0.0832684909004452,278.66,205.65
0.0822375200956345,352.79,340.15
0.1015842502982898,325.63,337.65
0.1411211412432566,341.15,301.54999999999995
0.1391217774051564,329.88,290.65
0.1004398027551279,217.18,188.25
0.111754131061147,439.93,386.15
0.0517486373565778,314.18,275.25
0.0517486373565778,314.18,363.52
0.0968960578300281,394.17,314.65
0.0947584546255885,363.17,299.15
0.0772347503756497,254.87,271.65
0.0863058348253224,343.65,369.65
0.0693161731116804,190.91,161.14999999999998
0.0832684909004452,278.66,294.15
0.0913626145990221,345.17,329.15
0.111926826332892,411.0,332.45
0.1291626622075308,522.72,421.15
0.0919868214798614,339.86,324.15
0.029119836520216,197.06,256.35
0.0850437050272854,333.9,331.15
0.1216466533346849,495.51,384.65
0.1068774844436083,399.73,327.15
0.1046562793767625,451.04,404.65
0.1429522672601518,352.42,300.75
0.1429787996952175,400.32,311.65
0.0975056689342403,309.15000000000003,242.15
0.0693161731116804,190.91,177.64999999999998
0.1332935607002192,366.51,313.15
0.0948505569074441,355.32,278.75
0.0948505569074441,355.32,336.15
0.1028673935588754,381.25,441.15
0.085457203575035,328.59000000000003,323.65
0.0919124686923154,411.36,355.65
0.0430105778377631,168.37,184.25
0.1238764504003922,343.97,335.65
0.0744769666961488,178.29,160.14999999999998
0.0622432363176471,181.61,153.84999999999997
0.0910316611650936,299.64,283.85
0.0833554855124748,303.87,233.05
0.0833554855124748,303.87,273.65
0.0968960578300281,394.17,297.15
0.0798240652245996,392.26,367.65
0.0749545419996842,267.39,235.05
0.0444334607664141,253.01,267.54999999999995
0.0494059017037364,176.29000000000002,179.24999999999997
0.0651090854951179,271.58000000000004,274.15
0.1317792371591354,594.0799999999999,291.15
0.1255479169589598,273.53,263.25
0.08740876709934,261.06000000000006,266.15
0.08740876709934,261.06000000000006,280.15
0.0771928674446046,276.9,220.45
0.1687557701867764,581.09,360.15
0.1288545441100347,139.59,136.95
0.1122974114755357,222.04,275.45
0.1166322271069383,176.84,176.28999999999996
0.1052921340582203,134.84,134.84999999999997
0.1195046714453741,241.48,196.15
0.0804465058476288,226.48,280.15
0.1081426414217679,234.7,271.95
0.1161478185476615,207.76,219.25
0.2135292107960368,792.3199999999999,509.65
0.1126498209355701,171.3,157.48999999999998
0.1845504278936736,295.44,268.03
0.0901204754259812,180.66,184.71
0.1117764096403634,214.69,184.15
0.1228403076001199,171.76,196.55
0.1126399087474156,129.76,134.26
0.1126399087474156,129.76,167.63
0.1195020109127238,259.74,369.15
0.1644609901709305,251.4,284.15
0.1644609901709305,251.4,300.15
0.1165581076448406,194.75,221.65
0.0944985169396789,198.07,186.15
0.1911952607736091,290.36,288.15
0.1911952607736091,290.36,344.45
0.144368785277435,190.58,243.15
0.1202668562697608,223.8,230.05
0.1402145951800705,240.43,198.35
0.1449801139417391,449.58,427.15
0.1411259603371043,638.8199999999999,332.45
0.1045110192837466,184.71,174.24999999999997
0.1418484547747427,272.18,237.55
0.1546370609387605,218.1,224.15
0.0533231244616415,220.52,206.23
0.1107584135435866,273.28,317.15
0.0877128326085353,327.08,290.15
0.1169703923350866,228.88,185.34
0.0616888438557017,231.3,215.31
0.1194200457225363,454.74,401.15
0.1157486632516228,415.69,353.65
0.1157486632516228,415.69,437.15
0.1445768094637135,222.25,181.65
0.1514772213218791,496.9,364.65
0.0961716689242175,209.84,198.47
0.0719272536459565,268.84000000000003,318.15
0.0719272536459565,268.84000000000003,355.15
0.0719272536459565,268.84000000000003,356.15
0.1029760065904645,202.09,165.2
0.0781384801202888,278.88,255.15
0.1036039826111343,390.6,295.45
0.1036039826111343,390.6,355.54999999999995
0.1499073746435484,655.28,399.15
0.080541792994651,266.36,234.75
0.0496197774450219,182.03,179.14999999999998
0.1237387446414195,315.25,316.15
0.0677407078523405,194.2,187.25
0.1511017716581139,244.79,223.15
0.0441623576929052,220.31,279.15
0.0968670768445521,389.04,324.15
0.1464243422746228,394.2000000000001,341.65
0.0710510934684135,277.32000000000005,292.25
0.0968670768445521,389.04,338.15
0.0706918765050691,255.09,231.79
0.1121951219512196,168.34,157.45
0.0990575227704446,366.81,319.65
0.0990575227704446,366.81,300.65
0.1231265126273862,319.18,253.45
0.1576401102874282,278.6,235.15
0.1692677567222725,374.95,246.75
0.1481284875601138,233.52,189.38
0.0936620046464874,343.02,267.54999999999995
0.1429893290551919,340.6,295.15
0.0936620046464874,343.02,373.15
0.0832297925212329,316.29,290.85
0.1913603756032689,474.85,377.65
0.0927767775008452,271.9,401.15
0.1706850278151311,473.54,370.15
0.1215050450589233,443.30000000000007,301.65
0.1462587376467753,316.96000000000004,442.15
0.0735679520778734,264.6,236.25
0.0378390790826769,180.27,161.14999999999998
0.1708200843008208,240.94,240.95
0.2588202286596058,562.14,439.15
0.2305112163094417,401.54,351.15
0.1880412606468734,242.63,209.65
0.0876989197351609,199.35,229.79
0.1277434616901036,947.47,544.15
0.1277434616901036,947.47,494.15
0.1269514667838628,573.88,475.15
0.1269514667838628,573.88,460.15
0.1479001109807328,589.51,340.15
0.1515627762607314,548.02,338.15
0.1336315070195055,391.63,415.85
0.1509808641232397,384.59,342.65
0.1637346238681561,497.4,498.15
0.1362835809788405,423.4500000000001,353.15
0.3017741911775514,180.0,160.64999999999998
0.087556541880404,181.47,125.14999999999998
0.0924158409841529,152.14,159.14999999999998
0.1831715318135646,551.3299999999999,457.65
0.1941996796821374,569.97,479.15
0.1338280823864727,433.0,365.15
0.1291889556108535,536.4000000000001,460.65
0.1484480934571082,458.00000000000006,426.15
0.1374792137616317,666.3199999999999,488.65
0.1321427344104668,609.74,433.15
0.1728924716985563,423.66,441.15
0.0594499307466766,425.39,359.15
0.1917840123257729,438.23,367.15
0.1552510214748027,539.3900000000001,340.04999999999995
0.1488566406729975,797.18,363.15
0.0793924142282871,547.69,378.15
0.138290880313334,409.55,318.65
0.0709994216173467,522.06,428.15
0.1271500855746178,411.49,328.15
0.1275758450696694,275.41,394.15
0.1309249319625037,423.84,405.15
0.105500789153665,286.19000000000005,329.65
0.0967744791620552,222.07,251.45
0.1219654883533722,454.59,394.15
0.1124053490523147,309.5,262.85
0.0906126170354525,259.74,246.65
0.110542178588389,394.3200000000001,356.65
0.0846667081264048,213.72000000000003,227.95
0.1434391394823997,409.38,349.75
0.1044222802712472,313.77,297.15
0.1044222802712472,313.77,302.15
0.1343020850135703,405.28,364.15
0.1459631840727187,437.16,321.65
0.1459631840727187,437.16,381.15
0.1109513623452676,298.33000000000004,346.15
0.0912007522852045,262.70000000000005,334.15
0.1397475857135557,398.11,413.55
0.1397475857135557,398.11,512.65
0.0962426127979413,302.5,314.15
0.125859053024354,523.74,477.15
0.1086443915206677,427.96,297.15
0.1634803034706939,466.86000000000007,457.65
0.1566932245071269,426.61,464.65
0.1001634154981887,317.36,289.15
0.1135104470964971,382.2600000000001,369.15
0.0992807051951424,320.28000000000003,289.15
0.1155288895871793,416.06,407.15
0.072737951364966,147.28,143.14999999999998
0.1381465675514684,310.36,289.15
0.1015979592062107,145.72,155.84999999999997
0.1015979592062107,145.72,167.34999999999997
0.1335230446311505,249.69,239.15
0.0989250516981202,267.43,256.15
0.0953615257844125,178.96,259.15
0.1064319380451859,328.63,374.65
0.149283156084685,415.57,485.15
0.149283156084685,415.57,522.65
0.146267491272046,232.38,241.85
0.0460437872095256,235.55,253.15
0.1074518880722272,306.42,298.15
0.0773172794666401,128.4,142.36
0.0599065550261368,117.13,115.73
0.1125643567522624,401.54,364.15
0.1114837946899015,281.25000000000006,308.65
0.0991373486093034,261.29999999999995,267.15
0.1259162771690546,373.02,356.15
0.0515028706518068,178.45,253.15
0.1667984262391528,621.76,430.15
0.1554161133135525,525.98,323.35
0.1522882828674691,616.28,419.65
0.1671899027714318,586.25,339.65
0.0969682783254007,365.23,341.65
0.1515247698806063,254.92,263.85
0.114514245969645,203.04,205.15
0.0990345567389471,271.01000000000005,290.25
0.1019109186206111,248.78,189.85
0.1019109186206111,248.78,210.65
0.1169932126075128,322.61,318.15
0.0936812997418593,226.83,246.35
0.1321590922037528,382.96,314.65
0.1342740438173041,198.57,203.75
0.1284166369597838,187.3,179.14999999999998
0.1602855702422827,509.83,444.15
0.1233527889764726,493.2,368.45
0.0568241387263844,284.3,326.72
0.0865882048629073,245.05,198.75
0.0503089843131041,130.95,175.51
0.1124999999999999,355.52,357.15
0.1168070846957295,333.29,280.15
0.1168070846957295,333.29,299.15
0.1168070846957295,333.29,299.15
0.1580351124007151,336.62,293.65
0.0515028706518068,178.45,200.55
0.0933155168796175,182.7,182.25
0.0990345567389471,271.01000000000005,297.65
0.1081824666281715,315.29,305.15
0.1346287219596346,381.12,320.85
0.1346287219596346,381.12,344.15
0.1323557695109655,393.64,315.65
0.1323557695109655,393.64,339.65
0.1228740751130903,349.23,319.15
0.1228740751130903,349.23,324.15
0.1388688123376914,455.4,392.85
0.0733506897557497,149.76,142.84999999999997
0.1015871454135125,304.02,267.15
0.1249034251867112,415.74000000000007,393.65
0.1466642715172305,465.63,381.55
0.1466642715172305,465.63,389.65
0.1466642715172305,465.63,398.95
0.1301759374444641,369.85,316.75
0.160566353565831,561.4100000000001,440.15
0.1629747227941358,554.24,439.65
0.1514793581285471,481.57,380.65
0.1514793581285471,481.57,312.15
0.1453855081239277,430.12,377.15
0.1087549267799586,397.83,295.15
0.1530472347974011,281.93,301.15
0.1390262111826306,209.84,215.35
0.0369015634609782,150.01000000000002,173.74999999999997
0.0879957972156554,161.03,168.14999999999998
0.1191680019913191,325.44,281.15
0.1191680019913191,325.44,316.25
0.1375178194368521,431.61,421.65
0.1375178194368521,431.61,431.45
0.1232174099421296,427.88,386.15
0.1234000153291944,351.37,349.75
0.1000535021012149,377.37,332.15
0.1064067029851221,423.9200000000001,338.85
0.1029780848146135,298.71000000000004,291.54999999999995
0.1309249319625037,423.84,379.65
0.1465697479173662,420.65,375.15
0.1465697479173662,420.65,399.15
0.1671188880890414,526.75,417.65
0.0534745741132133,138.49,156.04999999999998
0.1646640374479378,314.09000000000003,314.15
0.1036249117946841,148.41,138.34999999999997
0.1036249117946841,148.41,174.14999999999998
0.0841544050388103,151.73,137.14999999999998
0.1434634018101926,298.37,339.15
0.1186910289051968,351.31,315.65
0.1500578927055191,430.04,493.15
0.1063876632583864,273.99,229.65
0.1165598048983234,364.29,311.54999999999995
0.1165598048983233,364.29,319.04999999999995
0.138414084161999,476.0100000000001,403.15
0.0941578822052424,247.02,289.04999999999995
0.1674367359923031,574.6700000000001,300.15
0.0477743176405935,132.0,73.99999999999997
0.0749654265187034,277.39,201.3
0.0927432733477636,237.51,225.35
0.1840566666437654,586.09,603.15
0.0587416128623876,146.41,167.64999999999998
0.0418349958835129,135.14,91.99999999999996
0.075101353596668,241.7,267.15
0.075101353596668,241.7,240.15
0.0393470409007445,214.68,247.15
0.1574841356703454,564.2,278.95
0.1269819432502151,523.9000000000001,425.15
0.1566005828069396,782.8299999999999,405.65
0.1351796125634755,418.9,420.15
0.103138814472159,595.0799999999999,436.65
0.0935400678022505,544.91,423.65
0.0839860363152402,453.29,351.75
0.0839860363152402,453.29,345.15
0.0938046722239376,509.87,414.65
0.0938046722239376,509.87,458.65
0.0936730598142057,527.39,405.15
0.0936730598142057,527.39,414.65
0.0991702868134287,614.21,423.15
0.1279647129471348,706.68,321.04999999999995
0.0936730598142057,527.39,421.35
0.1750344851978919,608.17,421.15
0.1169544534678966,442.18,528.15
0.148064864571091,603.4100000000001,332.15
0.1183728442531781,414.94000000000005,348.15
0.158273769750474,373.13,315.15
0.158273769750474,373.13,407.15
0.1332833946217521,377.63,317.15
0.1302867827434936,368.19000000000005,248.15
0.1998719570275292,702.42,426.15
0.1382804665646277,710.36,455.15
0.1251819720224944,526.1800000000001,390.15
0.147030484216228,500.8200000000001,424.15
0.1593520780253942,724.3499999999999,493.65
0.1289534315436709,338.15000000000003,394.15
0.1131037238147986,1012.5,511.15
0.1267800998705382,306.79,304.15
0.1267800998705382,306.79,307.92
0.1844143195991261,1614.25,459.15
0.1915684084697538,658.53,404.65
0.1557187431877118,608.6000000000001,365.15
0.1497727442687516,659.92,438.75
0.1407026808439782,321.75,387.25
0.1699413682096616,374.41,387.65
0.1480293340039284,444.45,496.15
0.1799922203755437,371.7,318.15
0.0485262740507165,225.82,325.15
0.065087968722232,166.61,191.15
0.144277174741334,477.95,451.15
0.1029589344567418,384.0,331.15
0.1152942487532618,337.91,284.65
0.1486261074542785,321.13,266.15
0.0286590147572538,200.0,283.54999999999995
0.0297046172857108,215.5,333.95
0.0529965908004715,178.27,162.74999999999997
0.067520229796476,233.33,280.29999999999995
0.0392001913218887,177.51,217.85
0.0561587420441782,170.52,224.15
0.1297486603187104,347.9,302.04999999999995
0.1237409398381849,336.63,301.15
0.1278548409695951,327.04,287.95
0.1390548767627911,349.58,203.15
0.1065771349862259,282.16,368.15
0.0859109538655551,236.85,230.15
0.0720839448487935,225.58,299.15
0.0399289070679035,169.76,169.64999999999998
0.1238952082755341,354.15,311.15
0.181530758562328,505.02,446.15
0.0778689514667869,254.75,346.15
0.0839912479707997,248.02,255.45
0.101098274140636,311.46000000000004,289.15
0.0962945919351443,312.4,263.15
0.063195997787238,239.76,276.834
0.0724001377410468,247.81,253.15
0.1049591793894211,370.52,403.75
0.0506544405827109,186.02,220.15
0.0731739906154947,263.52,225.15
0.0639550754591896,241.08,298.25
0.0632017180317986,186.78,187.15
0.0386569872958258,185.26,260.15
0.0386569872958258,185.26,214.15
0.0307502198141678,238.75,337.15
0.0606629048605963,162.77,176.60999999999996
0.1401253013552208,340.15,286.65
0.1164168290366483,274.41,303.15
0.1164168290366483,274.41,319.15
0.0781340701697355,217.83,256.15
0.0757315690374393,227.8,241.15
0.168384852494869,442.34,333.65
0.1525172934846823,1028.69,541.15
0.1671506562899292,313.38,291.65
0.120148521787866,224.77,237.77
0.0754434382237508,175.01,163.14999999999998
0.1084665422822852,349.13,411.15
0.1010323303457107,577.31,322.35
0.1606067659497844,595.45,443.55
0.1318177104935712,232.02,372.65
0.0696393437121125,441.2,387.15
0.10628441710016,702.24,579.15
0.0689310978344206,224.26,230.25
0.0689310978344206,224.26,242.8
0.1532613634182081,244.46,269.25
0.1859954966456971,368.98,332.85
0.2073671199011123,523.66,404.15
0.1390387301268701,362.16,271.85
0.1474021095134581,238.92,247.86
0.1626180623558768,263.28,280.15
0.1403796948542184,248.28,262.15
0.1488459003385187,252.39,287.15
0.1488459003385187,252.39,264.15
0.145291224067869,200.7,206.94
0.1558423041277535,197.38,161.14999999999998
0.1558423041277535,197.38,200.15
0.1557991633470111,267.33,258.15
0.1430507729503991,296.5,258.75
0.13564316437347,269.71,251.04
0.1660054984170876,424.13,282.35
0.145071423533688,245.47,232.15
0.1792353204970561,308.56,199.15
0.0938429076455941,651.53,373.55
0.1210199195068523,708.2399999999999,450.15
0.1697155771608885,451.9,509.15
0.1208520028926944,340.57000000000005,363.15
0.1873395958215986,1089.61,412.15
0.1677370962449017,570.72,358.15
0.1126757001131814,236.55,235.55
0.1141268157940167,341.26000000000005,386.15
0.1257536752252557,219.5,303.15
0.132992290090799,218.38,367.15
0.1486878299011224,328.04,517.88
0.1957912913929709,446.96,391.25
0.1284452235056755,491.63,465.35
0.1324956428072802,503.80000000000007,381.65
0.1949404399405619,544.96,559.15
0.1296976466123964,592.75,499.75
0.1296976466123964,592.75,462.15
0.1210329292914778,532.48,471.35
0.1457743396762816,617.73,494.45
0.1588542514957056,381.72,390.65
0.1272257057438422,606.52,520.15
0.1272257057438422,606.52,556.75
0.1034391060603593,415.55000000000007,371.82
0.1272803767215291,353.04,247.15
0.1468691491574786,428.24,299.15
0.1130483873225307,334.78,321.45
0.083224692899506,377.5,322.15
0.081021516732358,411.7,330.15
0.0657889159241392,315.92,279.15
0.0657889159241392,315.92,360.45
0.0578487884766657,387.73,433.44
0.0609496285592545,239.44,207.75
0.0446469923488764,224.44,249.15
0.0366299040455774,268.43,323.15
0.1074054079272723,322.06,301.15
0.0500482956315822,261.74,247.15
0.0457912277409958,235.5,211.85
0.1140089963795059,344.6,314.15
0.0612683778518274,231.9,282.95
0.063009158120164,226.82,220.15
0.063009158120164,226.82,266.65
0.0441548286198357,206.22,195.15
0.0896421691191539,276.98,271.95
0.0903165231208132,516.4200000000001,463.65
0.0708990009322498,339.71,279.15
0.059896052141974,299.67,274.15
0.0883684550937834,451.43,331.15
0.0787156515110188,406.22,356.15
0.1036178863209708,310.79,250.65
0.0684952357758226,250.71,238.75
0.0845556856751553,427.64,313.15
0.0523555022809563,228.17,217.75
0.0893600320868068,388.77,339.65
0.0762788420137276,376.19,385.15
0.1195723582622564,367.14,323.54999999999995
0.0614627895922458,379.59,255.65
0.0614627895922458,379.59,277.65
0.1194750179212527,702.8299999999999,518.15
0.1261199668957575,330.94000000000005,318.65
0.1337851076708036,235.65,214.15
0.1416153302977914,306.43,240.95
