Mol. wt.,JR Tm /K,EnthalpyFus/MW,CRC Tm /K
336.4319999999995,602.31,0.1399391258857661,394.15
152.19600000000003,335.62,0.1149833109937186,362.55
44.05300000000001,154.3,0.0733207727056046,149.74999999999997
135.16600000000005,308.93,0.1267330541704274,387.5
150.18100000000007,361.59,0.1473555243339702,403.15
102.08899999999996,345.37,0.1749453907864707,309.65
75.06699999999998,275.71000000000004,0.1549282640840849,363.15
170.21100000000007,346.57000000000005,0.1122724148263037,325.15
85.10599999999997,263.07,0.0505252273635231,254.15
120.15099999999994,256.27,0.1008730680560295,292.54999999999995
131.131,394.3,0.1672373428098618,398.15
179.17500000000007,493.32,0.1644760708804241,529.65
223.2750000000001,481.02,0.1316313962602171,466.15
173.21200000000013,443.11,0.1918458305429183,377.65
164.16000000000005,440.66,0.1490009746588693,387.65
164.16000000000005,440.66,0.1490009746588693,481.15
122.94899999999998,222.03,0.063603608000065,176.64999999999998
163.19800000000006,430.75999999999993,0.1591931273667569,382.65
26.038,100.14,0.1444043321299639,191.65
62.04300000000001,162.82,0.0905823380558644,189.15
117.10399999999996,398.03,0.1952964885913377,479.15
191.2520000000001,451.24,0.1633446970489196,387.65
191.2520000000001,451.24,0.1633446970489196,378.65
309.2709999999997,796.1499999999999,0.165291928438166,459.15
180.15900000000005,433.06,0.1511442670085868,461.65
178.18700000000007,321.14000000000004,0.1216138102106213,322.15
235.28300000000013,392.61,0.1314162094158948,366.15
166.24500000000006,314.46000000000004,0.1109807813768834,354.65
223.2280000000001,600.06,0.1670937337609976,426.15
159.18500000000012,401.84,0.1481923548072996,437.15
194.23700000000008,507.93000000000006,0.1393143427874194,514.15
209.2520000000001,603.71,0.1523043985242673,558.15
71.07899999999998,255.0,0.1271824308164155,358.15
53.06400000000001,186.8,0.0706693803708728,189.64
221.3440000000002,319.89,0.161332586381379,296.15
269.77199999999976,433.55,0.130777100662782,315.15
364.91399999999976,561.8199999999999,0.0836909518407077,376.95
180.1560000000001,443.48,0.1106263460556406,401.15
180.1560000000001,443.48,0.1106263460556406,401.15
180.1560000000001,443.48,0.1106263460556406,401.15
142.15400000000008,259.15000000000003,0.1306329755054377,188.15
57.09600000000002,205.07,0.130306851618327,184.95
110.19999999999992,189.06,0.0828493647912886,162.54999999999998
131.131,300.16,0.1593063425124493,330.15
206.2410000000001,339.26,0.1182112189137949,303.65
134.17800000000005,327.57,0.1312435719715601,288.95
180.1560000000001,443.48,0.1106263460556406,376.65
180.1560000000001,443.48,0.1106263460556406,376.65
180.1560000000001,443.48,0.1106263460556406,376.65
227.33700000000016,581.99,0.1687802689399436,356.75
74.08299999999997,328.75,0.1745339686567769,340.65
136.15400000000005,424.04,0.1434405158864226,456.15
181.147,635.8399999999999,0.1944277299651664,633.15
122.17099999999996,374.11,0.1467615064131422,334.15
125.19599999999996,316.04,0.1133422793060481,299.15
118.13899999999995,355.84000000000003,0.1205359788046284,324.15
118.13899999999995,355.84000000000003,0.1205359788046284,359.35
266.2529999999998,755.9899999999999,0.1842608346197039,446.15
169.2270000000001,373.62,0.1165889603904813,322.28
169.2270000000001,373.62,0.1165889603904813,324.15
103.12099999999997,363.7,0.1738734108474511,467.45
208.2610000000001,392.65,0.1436178641224232,368.15
237.0970000000001,466.65,0.1061169057390013,391.15
195.1740000000001,546.15,0.1580640864049514,494.15
171.58300000000006,493.89,0.1555515406537943,461.15
143.57300000000006,421.22,0.1402074206152966,413.15
206.028,536.33,0.1479895936474654,475.15
178.01800000000003,463.66,0.13442460874743,368.65
199.12200000000004,691.04,0.1921435100089392,441.15
105.13699999999994,301.15,0.1577941162483237,260.65
151.2090000000001,331.69000000000005,0.1015151214544107,350.65
119.16399999999992,353.43000000000006,0.1230237319995972,310.65
117.19199999999992,301.46000000000004,0.1756092566045465,330.15
153.13700000000006,563.17,0.1871526802797494,526.65
119.11999999999996,424.52,0.1848556077904634,489.15
126.11899999999996,569.56,0.2170172614752734,443.15
157.21300000000014,426.92,0.1572389051795969,522.15
123.15499999999994,402.57,0.1503796029393854,449.65
105.13699999999996,342.16,0.1148025909051999,384.08
103.12099999999997,363.7,0.1738734108474511,458.15
171.2840000000002,393.24,0.0719273253777351,318.65
159.18800000000007,469.08,0.1464306354750357,443.15
182.135,607.5799999999999,0.1858511543635216,542.15
163.13600000000005,511.97,0.1545336406433895,476.65
154.12500000000006,534.91,0.1770640713706406,478.95
159.22900000000016,408.78,0.1776686407626749,543.15
131.131,439.9,0.1956059207967604,391.15
109.12799999999996,378.78,0.1495491532878821,446.65
109.12799999999996,378.78,0.1495491532878821,459.15
150.18100000000007,404.71,0.146023797950473,439.65
135.16600000000005,339.53000000000003,0.1280647500110974,293.15
135.16600000000005,352.05000000000007,0.1251794090229791,378.15
149.1930000000001,363.3200000000001,0.1307702103986111,413.15
75.11099999999996,252.65,0.1236836149165901,274.85
151.2090000000001,397.59,0.1359707424822595,398.65
108.10399999999998,501.36,0.2042477614149337,446.15
164.41900000000004,333.56,0.0721936029291018,346.15
309.40899999999954,504.2,0.1250125238761641,316.54999999999995
260.46500000000015,397.37,0.0635402069375923,323.15
292.46299999999934,510.53,0.0918748696416301,496.15
209.2450000000001,557.58,0.1425601567540442,460.65
221.25600000000009,518.5,0.1769895505658602,359.15
275.5259999999999,638.63,0.1415474401689859,432.45
137.13800000000003,451.45,0.166839242223162,417.75
137.13800000000003,451.45,0.166839242223162,461.35
265.35999999999984,571.6500000000001,0.1481383780524571,395.15
178.2340000000001,351.88,0.1105849613429535,489.15
222.24300000000005,536.27,0.144211516223233,524.65
222.24300000000005,536.27,0.144211516223233,492.15
208.26000000000008,436.49,0.1248439450686641,433.65
226.23100000000005,687.0400000000001,0.1638148618005489,481.15
194.2330000000001,463.6,0.1312341363208105,425.15
152.1460000000001,405.21,0.1221195430704717,375.65
152.1460000000001,405.21,0.1221195430704717,375.65
150.13000000000008,386.39,0.1117697995070938,437.65
150.13000000000008,386.39,0.1117697995070938,437.65
150.13000000000008,386.39,0.1117697995070938,437.65
176.12400000000005,471.73,0.1536985305807271,464.15
414.5389999999994,633.56,0.1659433732411186,385.15
294.3069999999996,632.74,0.1540228400955466,519.65
133.10300000000004,524.3,0.2109644410719517,550.65
133.10300000000004,524.3,0.2109644410719517,543.15
215.68800000000013,566.24,0.1662123066651829,450.15
128.17399999999995,261.58000000000004,0.0992400954951862,372.15
258.104,513.6,0.1502882558968478,345.54999999999995
325.4079999999996,502.77,0.1239367194414398,352.15
229.28200000000007,502.4500000000001,0.127528545633761,405.15
228.29400000000007,442.18,0.1169544534678966,433.15
120.15099999999994,248.34000000000003,0.1066158417324866,306.65
136.15000000000006,366.94000000000005,0.1517443995593095,349.85
117.15099999999995,271.33000000000004,0.102602623963944,251.05
138.12200000000004,298.22,0.1185908110221398,315.15
108.14399999999996,362.84,0.1418479064950437,376.15
108.14399999999996,362.84,0.1418479064950437,413.45
203.02400000000003,378.56000000000006,0.1069824257230672,316.65
164.16400000000007,485.24,0.1444896566847785,495.15
138.16600000000008,340.5,0.1324493724939564,339.15
138.16600000000008,340.5,0.1324493724939564,390.65
194.1860000000001,326.06,0.123850329065947,396.65
142.24800000000005,269.24,0.0916005848939879,301.65
121.18299999999994,289.6,0.1296386456846258,273.15
124.20799999999994,231.53000000000003,0.096370604147881,243.15
134.17800000000005,259.61,0.1147729135923921,320.15
150.17700000000008,378.21,0.1548173155676301,321.54999999999995
179.2190000000001,354.47,0.1409448774962475,376.55
110.18099999999995,220.26,0.0851326453744294,258.28
210.141,724.45,0.2034824237059878,482.15
210.141,724.45,0.2034824237059878,653.15
126.11099999999996,506.44,0.183013377104297,398.65
126.11099999999996,506.44,0.183013377104297,489.15
298.4259999999995,546.44,0.1227775059813825,437.15
210.23200000000008,400.24,0.1108299402564785,367.99
118.13899999999995,407.1,0.1739476379519041,445.35
278.3539999999997,532.48,0.1210329292914778,398.55
137.13800000000003,378.69,0.1849961352797911,315.15
152.14900000000006,367.52,0.1764717480890442,331.15
218.20800000000008,502.22,0.2001301510485407,488.95
252.3160000000001,516.22,0.1247641845939218,438.35
216.28300000000007,433.67,0.1154968259178945,462.75
118.13499999999996,268.37,0.1387395776018961,255.15
134.13400000000004,290.41,0.1174944458526547,323.15
136.15400000000005,380.92,0.1449094407802928,388.15
212.24800000000008,396.13,0.1048773133315743,410.15
276.33799999999974,590.26,0.1312523069574218,553.15
182.2220000000001,339.04,0.1048720791122915,321.15
146.14500000000004,298.92,0.1195388141913852,320.15
252.3160000000001,516.22,0.1247641845939218,452.15
179.2220000000001,412.15,0.1241477050808493,365.15
136.17900000000003,445.79,0.1260840511385749,316.85
150.20600000000005,481.30000000000007,0.1293556848594596,360.15
165.22100000000006,533.96,0.1479230848378837,475.95
134.20300000000003,325.25,0.0899383769364321,304.48
119.12699999999997,467.37,0.19391070034501,373.15
119.12299999999996,328.64000000000004,0.1589953241607414,302.51
211.22000000000008,546.9200000000001,0.1605908531389072,396.65
257.245,687.81,0.1642014422049019,533.65
226.23100000000005,523.4300000000001,0.1390171992344108,472.15
258.32,445.6,0.109554041498916,374.65
140.56900000000005,274.92,0.0976033122523458,272.65
124.11399999999996,245.59,0.1016001418051146,245.15
232.02,303.06,0.0600379277648478,276.15
313.35299999999967,587.0999999999999,0.1394593318078973,392.65
150.17700000000008,259.94000000000005,0.1163959860697709,221.65
183.2540000000001,384.89,0.1217981599310246,307.65
240.3020000000001,468.52,0.1327496233905668,363.15
212.24800000000008,342.71000000000004,0.1152896611511062,292.15
238.2860000000001,360.17,0.1252696339692638,312.15
290.4469999999994,372.64,0.1493559926595905,281.65
296.3219999999997,425.04,0.1329634654193749,332.15
182.2660000000001,312.90000000000003,0.1081386544939812,279.76
122.16699999999992,228.57,0.0957705436001539,220.55
280.2799999999997,636.47,0.1650492364778081,407.65
322.36099999999965,624.68,0.1560982873238389,373.15
152.1930000000001,300.66,0.1207677094215896,198.15
184.23800000000008,400.83,0.1264125750388084,357.15
175.27500000000012,363.83,0.1272286407074596,289.95
169.22700000000006,349.38,0.1185390038232669,285.54999999999995
149.21800000000005,305.73,0.1082309104799688,316.15
328.27299999999974,819.19,0.1892632047107135,511.15
354.45199999999977,639.0400000000001,0.1209754776387212,594.45
94.15699999999994,201.77,0.098558790105887,319.35
154.25300000000016,280.84000000000003,0.0951683273583008,293.15
422.8739999999996,517.61,0.1085193225405204,342.15
254.33200000000008,458.44,0.1136310019973892,432.15
286.3299999999997,681.8800000000001,0.1413054866762129,493.15
154.21200000000007,277.84000000000003,0.0967499286696235,342.08
179.2220000000001,366.62,0.1039492919396055,361.15
184.2420000000001,469.4,0.1331401092041987,354.15
242.23000000000005,646.62,0.1635222722206167,506.65
186.2100000000001,501.28,0.1422050373234519,370.65
218.20800000000008,724.72,0.1743749083443319,583.15
196.24900000000008,362.83,0.1085865405683595,394.15
156.18800000000007,398.38000000000005,0.1281148359669116,343.04999999999995
156.18800000000007,398.38000000000005,0.1281148359669116,341.15
256.30800000000005,578.98,0.1326138864179034,469.15
361.39699999999976,583.2,0.1229395927470345,407.15
103.16899999999994,354.02,0.208589789568572,234.15
248.3760000000001,538.2,0.1320175862402164,366.15
212.2960000000001,491.94,0.1399461129743376,410.15
263.95999999999987,338.46,0.078420972874678,368.15
263.95999999999987,338.46,0.078420972874678,417.65
328.0029999999998,444.71,0.0789626924143986,327.15
368.5609999999994,702.71,0.1187591741936886,396.15
218.12700000000007,321.19000000000005,0.1242853933717512,318.15
159.08100000000007,229.08,0.1171730124904922,286.65
175.05800000000008,278.7,0.1057935084372036,307.15
114.959,194.37,0.0915108864899659,231.65
173.0390000000001,330.01,0.1032137263853812,356.15
287.2359999999998,431.52,0.107194084306981,345.95
267.15499999999975,448.50000000000006,0.0912953154535757,343.15
237.12900000000008,373.99,0.1059339009568631,328.65
421.75199999999984,428.06,0.0574271135643696,389.65
307.9909999999999,469.83,0.1017562201492901,344.15
118.029,106.89,0.0626964559557397,149.99999999999997
270.3759999999997,469.99,0.1246412403467765,375.15
250.3820000000002,537.3,0.110191627193648,453.15
222.2400000000001,397.42,0.1578923686105111,315.65
412.6549999999992,426.17,0.150731240382402,195.15
390.56399999999945,453.8399999999999,0.1363668950543318,218.15
706.148,743.12,0.1031511807723026,309.04999999999995
287.16699999999986,620.5600000000001,0.1331281101240742,447.15
287.4439999999994,474.12,0.1739121359290857,311.85
148.20600000000013,384.34,0.198979798388729,373.25
195.2620000000001,406.78,0.1490305333346989,337.65
254.23800000000008,470.24,0.1471062547691532,382.65
274.2719999999997,654.52,0.1365432854976083,412.25
352.3389999999997,446.05,0.1269516005892053,290.45
200.23700000000008,512.55,0.1451779641125266,435.65
364.4409999999996,482.49000000000007,0.1063821030015833,346.15
282.29199999999963,415.6,0.1302906210590454,213.15
246.4000000000001,394.22,0.1119318181818181,320.65
270.37199999999973,394.76,0.0666119272705754,313.15
214.33300000000008,359.82000000000005,0.1094091903719912,330.45
308.33999999999986,658.9,0.1463319712006227,357.15
272.25999999999976,612.6400000000001,0.1544112245647544,454.95
354.8319999999999,577.3600000000001,0.0896480587996573,469.15
356.0569999999999,705.44,0.1287715169200437,461.15
394.5109999999996,472.88,0.1814905034333645,471.15
196.29000000000016,339.01,0.0760099852259411,300.15
153.26900000000018,357.4,0.0689637173857726,436.15
172.69900000000015,304.06,0.0554143336093433,401.15
527.4140000000007,854.7499999999999,0.1155259435661547,478.15
543.8750000000006,826.7900000000001,0.0853504941392782,452.15
138.94800000000004,332.70000000000005,0.1177418890520194,323.15
199.04700000000005,316.07000000000005,0.0874165398122051,324.15
172.02500000000003,339.38,0.0896962650777503,304.04999999999995
172.02500000000003,339.38,0.0896962650777503,336.02
187.03600000000003,289.62,0.0749053658119292,286.65
215.04600000000005,439.26,0.1188582907842972,389.15
196.04700000000005,316.13,0.07034027554617,302.15
189.07700000000003,292.58000000000004,0.0754718976924744,346.15
201.019,427.99,0.1142678055308204,429.85
182.02000000000004,332.38,0.0787276123502911,328.65
182.02000000000004,332.38,0.0787276123502911,387.15
219.46500000000003,347.24,0.0848426856218531,284.15
233.1080000000001,350.16,0.0849820683974809,360.15
249.933,327.19,0.0724594191243253,315.15
265.93599999999986,409.38,0.0656548944106853,325.15
137.02000000000007,194.64,0.0831995329149029,160.64999999999998
167.00200000000004,340.24,0.1079028993664746,271.15
135.00400000000005,189.56,0.0859233800479985,172.84999999999997
