Training Set Size,Time (s),Time (s),Time (s),Time (s),Time (s),Time (s),Time (s),Time (s),Time (s),Time (s)
4450.0,1219.39,1214.74,1212.23,1209.26,1210.6,1209.26,1209.32,1210.62,1215.7,1216.51
