Mol. wt.,JR Tm /K,EnthalpyFus,CRC Tm /K
233.1080000000001,350.16,19.81,360.15
249.933,327.19,18.11,315.15
265.93599999999986,409.38,17.46,325.15
137.02000000000007,194.64,11.4,160.64999999999998
167.00200000000004,340.24,18.02,271.15
135.00400000000005,189.56,11.6,172.84999999999997
135.00400000000005,178.92000000000002,8.81,139.74999999999997
135.00400000000005,175.6,10.29,161.95
135.00400000000005,175.6,10.29,157.74999999999997
213.11800000000008,303.62,13.18,292.15
191.45500000000004,286.04,14.43,260.54999999999995
191.45500000000004,286.04,14.43,337.92999999999995
143.41100000000003,202.02,10.42,256.45
129.384,190.75,7.83,185.25
233.49200000000005,358.51,21.21,369.65
163.05800000000008,224.56,8.42,216.87
221.18200000000016,262.26,26.94,243.85
225.90000000000003,328.48,18.24,356.15
163.829,205.67,8.5,217.15
130.919,147.01,6.27,127.99999999999996
185.06400000000008,291.17999999999995,15.02,256.15
185.06400000000008,291.17999999999995,15.02,272.95
247.004,555.86,32.57,348.15
249.23600000000025,284.8,32.12,263.54999999999995
108.96599999999997,172.1,6.22,154.74999999999997
201.06300000000007,300.89000000000004,16.6,275.15
167.00200000000007,236.97,15.77,259.35
185.06400000000005,278.66,15.41,205.65
194.0720000000001,352.79,15.96,340.15
181.032,325.63,18.39,337.65
319.3709999999993,341.15,45.07,301.54999999999995
305.3439999999993,329.88,42.48,290.65
165.0740000000001,217.18,16.58,188.25
203.03500000000005,439.93,22.69,386.15
282.9059999999999,314.18,14.64,275.25
282.9059999999999,314.18,14.64,363.52
208.05800000000005,394.17,20.16,314.65
186.05200000000008,363.17,17.63,299.15
171.03700000000006,254.87,13.21,271.65
196.04700000000005,343.65,16.92,369.65
151.0470000000001,190.91,10.47,161.14999999999998
185.06400000000005,278.66,15.41,294.15
221.0970000000001,345.17,20.2,329.15
216.03400000000005,411.0,24.18,332.45
232.03300000000004,522.72,29.97,421.15
213.07400000000004,339.86,19.6,324.15
137.02000000000007,197.06,3.99,256.35
207.07,333.9,17.61,331.15
217.022,495.51,26.4,384.65
202.007,399.73,21.59,327.15
199.98800000000003,451.04,20.93,404.65
333.3979999999993,352.42,47.66,300.75
223.11000000000013,400.32,31.9,311.65
246.96,309.15000000000003,24.08,242.15
151.0470000000001,190.91,10.47,177.64999999999998
181.02900000000008,366.51,24.13,313.15
173.00900000000004,355.32,16.41,278.75
173.00900000000004,355.32,16.41,336.15
214.06200000000007,381.25,22.02,441.15
199.04700000000005,328.59000000000003,17.01,323.65
261.1179999999999,411.36,24.0,355.65
122.99299999999997,168.37,5.29,184.25
152.97500000000002,343.97,18.95,335.65
120.97699999999998,178.29,9.01,160.14999999999998
120.97699999999998,181.61,7.53,153.84999999999997
215.0900000000001,299.64,19.58,283.85
157.99800000000005,303.87,13.17,233.05
157.99800000000002,303.87,13.17,273.65
208.058,394.17,20.16,297.15
205.076,392.26,16.37,367.65
171.03700000000006,267.39,12.82,235.05
198.274,253.01,8.81,267.54999999999995
162.93600000000004,176.29000000000002,8.05,179.24999999999997
225.007,271.58000000000004,14.65,274.15
229.93,594.0799999999999,30.3,291.15
235.2090000000002,273.53,29.53,263.25
183.04800000000003,261.06000000000006,16.0,266.15
183.04800000000003,261.06000000000006,16.0,280.15
183.04800000000003,276.9,14.13,220.45
225.29600000000016,581.09,38.02,360.15
54.09200000000001,139.59,6.97,136.95
130.18999999999997,222.04,14.62,275.45
72.10699999999996,176.84,8.41,176.28999999999996
58.12400000000002,134.84,6.12,134.84999999999997
90.12199999999994,241.48,10.77,196.15
90.12199999999994,226.48,7.25,280.15
86.08999999999996,234.7,9.31,271.95
122.25799999999995,207.76,14.2,219.25
234.16000000000005,792.3199999999999,50.0,509.65
90.19099999999996,171.3,10.16,157.48999999999998
88.10599999999995,295.44,16.26,268.03
74.12299999999995,180.66,6.68,184.71
106.55199999999996,214.69,11.91,184.15
70.09099999999997,171.76,8.61,196.55
56.10800000000002,129.76,6.32,134.26
56.10800000000002,129.76,6.32,167.63
78.074,259.74,9.33,369.15
88.10599999999995,251.4,14.49,284.15
88.10599999999995,251.4,14.49,300.15
67.09099999999998,194.75,7.82,221.65
67.09099999999998,198.07,6.34,186.15
86.08999999999996,290.36,16.46,288.15
86.08999999999996,290.36,16.46,344.45
72.10699999999996,190.58,10.41,243.15
132.206,223.8,15.9,230.05
118.17599999999992,240.43,16.57,198.35
223.27200000000013,449.58,32.37,427.15
295.3389999999996,638.8199999999999,41.68,332.45
116.15999999999993,184.71,12.14,174.24999999999997
158.19700000000012,272.18,22.44,237.55
73.13899999999995,218.1,11.31,224.15
73.13899999999995,220.52,3.9,206.23
117.19199999999992,273.28,12.98,317.15
149.2370000000001,327.08,13.09,290.15
134.222,228.88,15.7,185.34
134.222,231.3,8.28,215.31
166.2200000000001,454.74,19.85,401.15
178.2310000000001,415.69,20.63,353.65
178.2310000000001,415.69,20.63,437.15
144.21400000000014,222.25,20.85,181.65
227.6910000000001,496.9,34.49,364.65
140.27000000000007,209.84,13.49,198.47
156.26900000000018,268.84000000000003,11.24,318.15
156.26900000000018,268.84000000000003,11.24,355.15
156.26900000000018,268.84000000000003,11.24,356.15
126.2429999999999,202.09,13.0,165.2
162.27600000000015,278.88,12.68,255.15
178.27500000000015,390.6,18.47,295.45
178.27500000000015,390.6,18.47,355.54999999999995
240.2150000000001,655.28,36.01,399.15
162.27600000000015,266.36,13.07,234.75
102.17699999999992,182.03,5.07,179.14999999999998
160.25700000000018,315.25,19.83,316.15
118.24499999999992,194.2,8.01,187.25
172.26800000000017,244.79,26.03,223.15
90.12199999999994,220.31,3.98,279.15
180.24700000000013,389.04,17.46,324.15
194.2300000000001,394.2000000000001,28.44,341.65
164.24800000000013,277.32000000000005,11.67,292.25
180.24700000000013,389.04,17.46,338.15
148.24900000000014,255.09,10.48,231.79
88.14999999999993,168.34,9.89,157.45
164.24800000000013,366.81,16.27,319.65
164.24800000000013,366.81,16.27,300.65
184.28200000000007,319.18,22.69,253.45
214.34900000000025,278.6,33.79,235.15
338.5759999999992,374.95,57.31,246.75
158.24100000000016,233.52,23.44,189.38
150.22100000000012,343.02,14.07,267.54999999999995
150.22100000000012,340.6,21.48,295.15
150.22100000000012,343.02,14.07,373.15
176.25900000000013,316.29,14.67,290.85
160.1690000000001,474.85,30.65,377.65
127.18699999999993,271.9,11.8,401.15
179.2190000000001,473.54,30.59,370.15
311.5919999999997,443.30000000000007,37.86,301.65
116.16399999999994,316.96000000000004,16.99,442.15
160.26000000000013,264.6,11.79,236.25
100.16099999999992,180.27,3.79,161.14999999999998
54.09200000000001,240.94,9.24,240.95
114.05599999999998,562.14,29.52,439.15
84.07399999999997,401.54,19.38,351.15
70.09099999999997,242.63,13.18,209.65
86.08999999999997,199.35,7.55,229.79
532.6300000000008,947.47,68.04,544.15
532.6300000000008,947.47,68.04,494.15
200.2340000000001,573.88,25.42,475.15
200.2340000000001,573.88,25.42,460.15
314.4689999999994,589.51,46.51,340.15
305.4179999999995,548.02,46.29,338.15
201.22500000000008,391.63,26.89,415.85
166.1800000000001,384.59,25.09,342.65
168.19900000000007,497.4,27.54,498.15
201.56500000000003,423.4500000000001,27.47,353.15
68.03099999999999,180.0,20.53,160.64999999999998
82.461,181.47,7.22,125.14999999999998
66.006,152.14,6.1,159.14999999999998
180.15900000000005,551.3299999999999,33.0,457.65
179.1970000000001,569.97,34.8,479.15
260.33400000000006,433.0,34.84,365.15
536.8880000000007,536.4000000000001,69.36,460.65
536.8880000000007,458.00000000000006,79.7,426.15
568.8860000000026,666.3199999999999,78.21,488.65
552.8870000000016,609.74,73.06,433.15
552.8870000000016,423.66,95.59,441.15
222.3720000000002,425.39,13.22,359.15
223.27200000000013,438.23,42.82,367.15
304.2169999999996,539.3900000000001,47.23,340.04999999999995
561.5470000000018,797.18,83.59,363.15
397.771,547.69,31.58,378.15
223.65900000000008,409.55,30.93,318.65
338.87599999999986,522.06,24.06,428.15
268.1869999999997,411.49,34.1,328.15
93.51299999999998,275.41,11.93,394.15
211.64800000000008,423.84,27.71,405.15
154.59600000000003,286.19000000000005,16.31,329.65
112.943,222.07,10.93,251.45
213.6670000000001,454.59,26.06,394.15
127.57399999999996,309.5,14.34,262.85
142.58500000000006,259.74,12.92,246.65
212.6790000000001,394.3200000000001,23.51,356.65
112.55899999999995,213.72000000000003,9.53,227.95
170.59500000000006,409.38,24.47,349.75
151.59600000000006,313.77,15.83,297.15
151.59600000000006,313.77,15.83,302.15
142.58900000000008,405.28,19.15,364.15
144.55700000000004,437.16,21.1,321.65
144.55700000000004,437.16,21.1,381.15
142.58500000000006,298.33000000000004,15.82,346.15
144.62600000000003,262.70000000000005,13.19,334.15
156.568,398.11,21.88,413.55
156.568,398.11,21.88,512.65
137.56900000000002,302.5,13.24,314.15
184.65100000000007,523.74,23.24,477.15
169.63600000000002,427.96,18.43,297.15
168.58300000000006,466.86000000000007,27.56,457.65
169.56700000000004,426.61,26.57,464.65
175.01400000000004,317.36,17.53,289.15
188.61700000000005,382.2600000000001,21.41,369.15
188.65700000000007,320.28000000000003,18.73,289.15
203.67200000000008,416.06,23.53,407.15
88.53699999999998,147.28,6.44,143.14999999999998
122.55099999999996,310.36,16.93,289.15
90.55299999999995,145.72,9.2,155.84999999999997
90.55299999999995,145.72,9.2,167.34999999999997
170.0830000000001,249.69,22.71,239.15
161.03100000000006,267.43,15.93,256.15
124.99799999999998,178.96,11.92,259.15
189.04100000000005,328.63,20.12,374.65
182.60600000000005,415.57,27.26,485.15
182.60600000000005,415.57,27.26,522.65
176.7310000000002,232.38,25.85,241.85
208.28,235.55,9.59,253.15
130.47700000000003,306.42,14.02,298.15
100.495,128.4,7.77,142.36
86.468,117.13,5.18,115.73
187.6260000000001,401.54,21.12,364.15
155.62800000000007,281.25000000000006,17.35,308.65
140.61300000000008,261.29999999999995,13.94,267.15
156.61200000000005,373.02,19.72,356.15
106.59599999999996,178.45,5.49,253.15
217.568,621.76,36.29,430.15
202.553,525.98,31.48,323.35
252.61300000000003,616.28,38.47,419.65
203.541,586.25,34.03,339.65
230.69400000000007,365.23,22.37,341.65
204.78500000000025,254.92,31.03,263.85
80.51399999999998,203.04,9.22,205.15
156.61200000000005,271.01000000000005,15.51,290.25
140.61300000000008,248.78,14.33,189.85
140.61300000000008,248.78,14.33,210.65
145.56400000000005,322.61,17.03,318.15
130.549,226.83,12.23,246.35
175.54600000000002,382.96,23.2,314.65
134.65,198.57,18.08,203.75
120.62299999999992,187.3,15.49,179.14999999999998
172.567,509.83,27.66,444.15
232.66600000000005,493.2,28.7,368.45
238.45500000000004,284.3,13.55,326.72
154.64000000000007,245.05,13.39,198.75
50.48800000000001,130.95,2.54,175.51
157.60000000000008,355.52,17.73,357.15
141.60100000000006,333.29,16.54,280.15
141.60100000000006,333.29,16.54,299.15
141.60100000000006,333.29,16.54,299.15
170.59500000000006,336.62,26.96,293.65
106.59599999999996,178.45,5.49,200.55
90.55299999999995,182.7,8.45,182.25
156.61200000000005,271.01000000000005,15.51,297.65
176.64600000000007,315.29,19.11,305.15
171.58300000000003,381.12,23.1,320.85
171.58300000000003,381.12,23.1,344.15
171.58300000000006,393.64,22.71,315.65
171.58300000000006,393.64,22.71,339.65
142.58500000000006,349.23,17.52,319.15
142.58500000000006,349.23,17.52,324.15
200.62100000000007,455.4,27.86,392.85
92.56899999999996,149.76,6.79,142.84999999999997
162.61900000000006,304.02,16.52,267.15
178.61800000000005,415.74000000000007,22.31,393.65
172.57100000000003,465.63,25.31,381.55
172.57100000000003,465.63,25.31,389.65
172.57100000000003,465.63,25.31,398.95
157.55600000000004,369.85,20.51,316.75
187.58600000000007,561.4100000000001,30.12,440.15
201.56500000000003,554.24,32.85,439.65
173.55500000000004,481.57,26.29,380.65
173.555,481.57,26.29,312.15
158.54400000000004,430.12,23.05,377.15
225.553,397.83,24.53,295.15
178.70300000000017,281.93,27.35,301.15
148.67700000000016,209.84,20.67,215.35
154.465,150.01000000000002,5.7,173.74999999999997
106.59599999999996,161.03,9.38,168.14999999999998
128.55799999999996,325.44,15.32,281.15
128.55799999999996,325.44,15.32,316.25
186.59400000000005,431.61,25.66,421.65
186.59400000000005,431.61,25.66,431.45
200.62100000000007,427.88,24.72,386.15
169.61100000000005,351.37,20.93,349.75
218.68300000000008,377.37,21.88,332.15
251.11200000000005,423.9200000000001,26.72,338.85
154.59600000000003,298.71000000000004,15.92,291.54999999999995
211.64800000000008,423.84,27.71,379.65
184.62200000000007,420.65,27.06,375.15
184.62200000000007,420.65,27.06,399.15
180.59000000000003,526.75,30.18,417.65
78.54199999999997,138.49,4.2,156.04999999999998
108.52399999999996,314.09000000000003,17.87,314.15
76.52599999999998,148.41,7.93,138.34999999999997
76.52599999999998,148.41,7.93,174.14999999999998
76.52599999999998,151.73,6.44,137.14999999999998
106.508,298.37,15.28,339.15
213.6640000000001,351.31,25.36,315.65
129.55,430.04,19.44,493.15
113.54699999999995,273.99,12.08,229.65
163.60700000000003,364.29,19.07,311.54999999999995
163.60700000000006,364.29,19.07,319.04999999999995
179.60600000000005,476.0100000000001,24.86,403.15
138.5970000000001,247.02,13.05,289.04999999999995
257.7690000000001,574.6700000000001,43.16,300.15
136.47500000000002,132.0,6.52,73.99999999999997
118.58799999999998,277.39,8.89,201.3
126.58599999999996,237.51,11.74,225.35
145.55300000000005,586.09,26.79,603.15
118.485,146.41,6.96,167.64999999999998
104.458,135.14,4.37,91.99999999999996
180.55600000000004,241.7,13.56,267.15
180.55600000000004,241.7,13.56,240.15
148.67700000000016,214.68,5.85,247.15
185.479,564.2,29.21,278.95
290.74999999999966,523.9000000000001,36.92,425.15
390.8669999999997,782.8299999999999,61.21,405.65
212.6800000000001,418.9,28.75,420.15
360.5819999999993,595.0799999999999,37.19,436.65
384.6479999999993,544.91,35.98,423.65
372.6809999999992,453.29,31.3,351.75
372.6809999999992,453.29,31.3,345.15
388.6799999999992,509.87,36.46,414.65
388.6799999999992,509.87,36.46,458.65
386.6639999999993,527.39,36.22,405.15
386.6639999999993,527.39,36.22,414.65
490.77199999999937,614.21,48.67,423.15
651.1170000000033,706.68,83.32,321.04999999999995
386.6639999999993,527.39,36.22,421.35
226.18400000000003,608.17,39.59,421.15
228.29400000000007,442.18,26.7,528.15
294.3979999999996,603.4100000000001,43.59,332.15
281.3989999999995,414.94000000000005,33.31,348.15
148.16100000000006,373.13,23.45,315.15
148.16100000000006,373.13,23.45,407.15
264.32399999999984,377.63,35.23,317.15
250.29400000000007,368.19000000000005,32.61,248.15
192.12300000000005,702.42,38.4,426.15
303.1519999999998,710.36,41.92,455.15
405.9689999999996,526.1800000000001,50.82,390.15
192.00100000000003,500.8200000000001,28.23,424.15
285.3429999999996,724.3499999999999,45.47,493.65
143.23000000000013,338.15000000000003,18.47,394.15
550.6450000000018,1012.5,62.28,511.15
108.13999999999994,306.79,13.71,304.15
108.13999999999994,306.79,13.71,307.92
636.6100000000016,1614.25,117.4,459.15
356.37399999999974,658.53,68.27,404.65
307.3489999999997,608.6000000000001,47.86,365.15
240.6980000000001,659.92,36.05,438.75
84.07799999999997,321.75,11.83,387.25
99.09299999999998,374.41,16.84,387.65
147.13300000000004,444.45,21.78,496.15
113.11599999999996,371.7,20.36,318.15
105.922,225.82,5.14,325.15
45.016000000000005,166.61,2.93,191.15
177.15900000000005,477.95,25.56,451.15
110.141,384.0,11.34,331.15
215.36200000000017,337.91,24.83,284.65
100.11699999999996,321.13,14.88,266.15
140.27000000000007,200.0,4.02,283.54999999999995
168.3240000000002,215.5,5.0,333.95
94.15699999999994,178.27,4.99,162.74999999999997
114.18799999999992,233.33,7.71,280.29999999999995
96.17299999999992,177.51,3.77,217.85
80.12999999999995,170.52,4.5,224.15
142.19800000000012,347.9,18.45,302.04999999999995
128.17099999999994,336.63,15.86,301.15
114.19199999999994,327.04,14.6,287.95
142.24600000000012,349.58,19.78,203.15
116.15999999999993,282.16,12.38,368.15
114.18799999999992,236.85,9.81,230.15
100.16099999999992,225.58,7.22,299.15
82.14599999999994,169.76,3.28,169.64999999999998
126.15499999999992,354.15,15.63,311.15
170.16400000000007,505.02,30.89,446.15
124.18299999999992,254.75,9.67,346.15
99.17699999999994,248.02,8.33,255.45
175.27500000000015,311.46000000000004,17.72,289.15
204.2690000000001,312.4,19.67,263.15
