Mol. wt.,JR Tm /K,EnthalpyFus,CRC Tm /K
166.3080000000002,239.76,10.51,276.834
116.15999999999993,247.81,8.41,253.15
176.25900000000013,370.52,18.5,403.75
108.18399999999993,186.02,5.48,220.15
127.23099999999992,263.52,9.31,225.15
128.21499999999992,241.08,8.2,298.25
106.16799999999994,186.78,6.71,187.15
110.19999999999992,185.26,4.26,260.15
110.19999999999992,185.26,4.26,214.15
210.40500000000023,238.75,6.47,337.15
66.103,162.77,4.01,176.60999999999996
128.17099999999994,340.15,17.96,286.65
102.13299999999994,274.41,11.89,303.15
102.13299999999994,274.41,11.89,319.15
86.13399999999994,217.83,6.73,256.15
96.12899999999996,227.8,7.28,241.15
252.39800000000025,442.34,42.5,333.65
573.7710000000023,1028.69,87.51,541.15
86.08999999999996,313.38,14.39,291.65
57.09600000000002,224.77,6.86,237.77
72.10699999999996,175.01,5.44,163.14999999999998
198.31000000000017,349.13,21.51,411.15
449.85599999999965,577.31,45.45,322.35
227.69900000000013,595.45,36.57,443.55
77.15199999999997,232.02,10.17,372.65
238.3710000000002,441.2,16.6,387.15
498.662,702.24,53.0,579.15
138.25400000000005,224.26,9.53,230.25
138.25400000000005,224.26,9.53,242.8
156.26900000000018,244.46,23.95,269.25
172.31600000000023,368.98,32.05,332.85
202.2500000000001,523.66,41.94,404.15
239.1420000000001,362.16,33.25,271.85
174.35300000000018,238.92,25.7,247.86
158.2850000000002,263.28,25.74,280.15
158.2850000000002,248.28,22.22,262.15
156.26900000000018,252.39,23.26,287.15
156.26900000000018,252.39,23.26,264.15
140.27000000000007,200.7,20.38,206.94
140.27000000000007,197.38,21.86,161.14999999999998
140.27000000000007,197.38,21.86,200.15
200.3220000000002,267.33,31.21,258.15
218.3840000000002,296.5,31.24,258.75
210.40500000000023,269.71,28.54,251.04
436.853,424.13,72.52,282.35
184.3230000000002,245.47,26.74,232.15
138.25400000000005,308.56,24.78,199.15
505.2059999999997,651.53,47.41,373.55
392.57999999999936,708.2399999999999,47.51,450.15
164.1570000000001,451.9,27.86,509.15
134.13100000000003,340.57000000000005,16.21,363.15
560.6930000000021,1089.61,105.04,412.15
213.3100000000001,570.72,35.78,358.15
158.15300000000008,236.55,17.82,235.55
162.18800000000007,341.26000000000005,18.51,386.15
118.08799999999997,219.5,14.85,303.15
137.22600000000006,218.38,18.25,367.15
188.31400000000016,328.04,28.0,517.88
118.13599999999994,446.96,23.13,391.25
200.2410000000001,491.63,25.72,465.35
216.30900000000008,503.80000000000007,28.66,381.65
328.4079999999996,544.96,64.02,559.15
279.3419999999997,592.75,36.23,499.75
279.3419999999997,592.75,36.23,462.15
278.3539999999997,532.48,33.69,471.35
267.33099999999973,617.73,38.97,494.45
184.19400000000005,381.72,29.26,390.65
302.3759999999997,606.52,38.47,520.15
302.3759999999997,606.52,38.47,556.75
184.2630000000001,415.55000000000007,19.06,371.82
197.2810000000001,353.04,25.11,247.15
240.3500000000001,428.24,35.3,299.15
214.33300000000008,334.78,24.23,321.45
217.844,377.5,18.13,322.15
250.921,411.7,20.33,330.15
235.906,315.92,15.52,279.15
235.906,315.92,15.52,360.45
387.7349999999998,387.73,22.43,433.44
215.91600000000005,239.44,13.16,207.75
215.91600000000005,224.44,9.64,249.15
276.277,268.43,10.12,323.15
300.0779999999996,322.06,32.23,301.15
256.752,261.74,12.85,247.15
223.842,235.5,10.25,211.85
328.1319999999995,344.6,37.41,314.15
187.862,231.9,11.51,282.95
185.846,226.82,11.71,220.15
185.846,226.82,11.71,266.65
191.825,206.22,8.47,195.15
243.9700000000001,276.98,21.87,271.95
276.9149999999999,516.4200000000001,25.01,463.65
249.93300000000005,339.71,17.72,279.15
249.93300000000005,299.67,14.97,274.15
265.93199999999985,451.43,23.5,331.15
285.96599999999984,406.22,22.51,356.15
286.05099999999965,310.79,29.64,250.65
229.9430000000001,250.71,15.75,238.75
251.905,427.64,21.3,313.15
201.88900000000007,228.17,10.57,217.75
231.87100000000004,388.77,20.72,339.65
236.89400000000003,376.19,18.07,385.15
356.1859999999994,367.14,42.59,323.54999999999995
241.935,379.59,14.87,255.65
241.935,379.59,14.87,277.65
338.9829999999999,702.8299999999999,40.5,518.15
222.32800000000017,330.94000000000005,28.04,318.65
160.25700000000018,235.65,21.44,214.15
205.3450000000002,306.43,29.08,240.95
222.32800000000017,514.76,22.41,486.65
178.36600000000016,253.56,9.91,270.65
172.31600000000023,312.62,16.85,326.45
228.28800000000007,304.58,35.78,255.15
258.3580000000001,332.2,40.75,240.75
142.2420000000001,245.96,5.84,247.95
228.28800000000007,304.58,35.78,193.15
216.27700000000016,303.23,18.16,267.15
220.3560000000002,426.83,18.82,324.15
202.2500000000001,287.12,30.39,242.65
206.3290000000001,368.2,24.41,231.15
206.3290000000001,403.04,16.62,310.65
278.3479999999996,393.68,39.59,238.15
230.30400000000017,309.66,35.57,243.95
146.29900000000015,214.32,20.61,198.18
262.302,401.30000000000007,36.7,295.15
128.942,317.74,15.95,285.15
94.928,278.24,12.45,207.15
162.01900000000003,351.94,18.15,336.15
162.01900000000003,351.94,18.15,312.15
162.01900000000003,351.94,18.15,325.15
190.02900000000005,413.14,22.34,471.15
147.00400000000002,256.16,13.34,248.35
177.03400000000005,447.72,22.96,443.15
179.00200000000004,479.6,24.91,356.65
179.00200000000004,479.6,24.91,386.15
177.03000000000003,340.77,19.63,332.65
253.1320000000001,554.28,32.15,405.65
191.01300000000003,440.55,25.69,427.15
191.013,440.55,25.69,477.65
172.014,344.94,17.05,416.75
209.459,359.8,21.34,289.65
223.1020000000001,362.72,22.53,307.85
223.1020000000001,362.72,22.53,421.15
318.02999999999986,412.1,33.69,362.95
127.01399999999995,197.1,7.1,199.15
159.01200000000006,286.32,15.64,399.65
124.99799999999998,189.6,14.71,231.15
124.99799999999998,189.6,14.71,276.15
195.47600000000008,309.87,19.74,310.65
153.05200000000008,220.36,12.6,268.15
253.08400000000003,466.6,36.88,483.15
134.94000000000003,143.32,8.44,171.95
132.924,140.32,13.07,153.54999999999998
132.924,140.32,13.07,179.84999999999997
120.913,164.47,5.49,116.09999999999997
175.05800000000008,303.74,17.74,344.15
191.05700000000007,415.46,23.53,356.15
98.95999999999998,157.14,5.81,176.21999999999997
96.944,156.42000000000002,6.74,150.64999999999998
96.944,167.06,9.53,193.15
96.944,167.06,9.53,223.3
116.95,157.73000000000002,8.89,213.15
102.923,146.46,6.3,142.79999999999998
232.938,295.52,7.05,249.15
220.927,194.21,8.16,148.24999999999997
84.93299999999999,160.87,6.74,178.23999999999998
177.03000000000006,302.18,16.73,283.15
221.03900000000004,486.57,29.08,388.05
177.03000000000006,391.67,21.33,331.15
163.00700000000006,400.49,20.64,299.15
197.06400000000005,346.46000000000004,20.33,309.15
197.06400000000005,346.46000000000004,20.33,340.65
197.06400000000005,346.46000000000004,20.33,322.15
197.06400000000005,346.46000000000004,20.33,362.15
197.06400000000005,346.46000000000004,20.33,413.65
213.06300000000005,458.18000000000006,26.12,380.65
192.001,412.29,24.31,333.85
192.001,412.29,24.31,338.15
192.001,412.29,24.31,306.15
141.0410000000001,175.95,10.05,195.85
163.003,367.88,19.13,329.95
163.00300000000004,367.88,19.13,330.95
163.00300000000004,367.88,19.13,340.95
221.039,474.05,29.46,413.15
235.0660000000001,470.32,28.53,389.75
189.04100000000005,341.15,19.73,306.65
189.04100000000005,341.15,19.73,349.15
112.98699999999998,168.41,8.4,172.61999999999998
112.98699999999998,185.83,4.51,239.25
148.98000000000002,376.7000000000001,18.44,341.95
163.99500000000003,472.48,23.25,488.15
198.052,406.73,22.88,365.55
199.04000000000005,467.00000000000006,25.43,424.35
170.92,179.34,6.82,216.55
153.03300000000002,319.83000000000004,12.7,232.65
161.03100000000006,279.95,15.54,259.65
161.03100000000006,279.95,15.54,298.95
264.366,372.13,20.72,298.95
152.93000000000004,161.33,7.63,165.99999999999997
341.1899999999997,492.11000000000007,35.73,315.25
128.134,348.84000000000003,13.14,413.75
128.134,348.84000000000003,13.14,497.15
182.3070000000002,261.99,11.69,237.15
194.31800000000013,300.96,14.69,330.15
224.34800000000016,406.28,24.71,506.95
298.55499999999915,337.39,48.74,289.15
564.8540000000024,613.5200000000001,90.04,484.15
398.6279999999993,444.9,66.65,322.15
502.7799999999993,574.0,81.03,295.15
380.9129999999998,608.37,40.71,451.95
168.23600000000013,349.46,18.39,515.15
311.8089999999995,476.19,43.64,319.15
166.2200000000001,285.86,17.68,345.15
118.17599999999992,186.84,10.15,167.04999999999998
104.14899999999992,190.57,11.08,207.15
73.13899999999995,187.5,11.12,223.15
171.24000000000012,264.23,25.18,213.15
165.2360000000001,373.0700000000001,24.5,351.15
149.2370000000001,261.35,18.72,251.85
134.222,241.4,15.31,189.25
248.2780000000001,339.58000000000004,33.69,305.15
170.16400000000007,370.68,28.34,273.95
98.14899999999994,243.57,13.23,192.45
251.2820000000001,456.4500000000001,36.18,344.15
122.25799999999995,203.64,14.38,171.64999999999998
190.1950000000001,286.81,26.4,291.15
218.33700000000024,291.69,30.4,212.95
134.175,224.07,14.86,209.15
204.26600000000016,289.25,28.4,241.15
176.21200000000013,266.71,23.22,248.15
148.20200000000014,273.93,20.35,219.85
172.1800000000001,259.5,25.42,273.95
188.22300000000013,275.85,27.8,249.05
176.1720000000001,347.36,30.05,408.15
222.2400000000001,348.6,29.23,284.65
172.1800000000001,259.5,25.42,264.35
160.1690000000001,253.31,22.62,223.15
163.26400000000012,285.14,20.92,213.15
186.2070000000001,260.13,25.21,331.65
244.3310000000002,320.93,38.16,254.65
128.2589999999999,193.61,11.65,240.11
90.12199999999996,179.3,8.49,203.15
236.2670000000001,332.35,28.68,289.65
132.20299999999995,292.71000000000004,14.65,334.45
258.3580000000001,332.2,40.75,275.65
380.4839999999996,489.78,51.54,377.15
174.1960000000001,264.58,25.21,251.55
206.1940000000001,356.22,26.34,291.85
154.3250000000001,238.04,18.51,200.55
116.16399999999992,301.36,20.32,383.45
96.032,259.08,13.72,272.15
114.09399999999998,197.5,11.11,226.05
114.09399999999998,197.5,11.11,249.65
204.088,509.7600000000001,33.05,348.65
66.05,113.48,7.1,179.59999999999997
52.02300000000001,102.21,4.51,136.33999999999995
80.07699999999998,127.17,2.27,168.34999999999997
214.22000000000008,387.54,37.22,333.65
1229.3230000000035,2129.08,215.39,510.65
764.9500000000027,1173.0,104.73,528.65
134.08700000000005,478.27,27.59,421.15
213.40900000000028,300.2,37.03,304.65
185.35500000000025,277.66,31.85,260.15
330.2919999999998,630.96,53.2,512.45
254.33200000000008,515.46,30.26,443.55
120.15099999999994,267.61,15.17,251.65
134.17800000000005,275.36,15.66,269.84
218.2990000000001,432.91,23.76,408.65
134.17800000000005,364.03,15.57,331.15
268.3589999999997,539.25,32.46,451.15
84.12199999999996,339.83000000000004,14.54,380.15
130.18999999999997,260.82,11.49,264.38
199.2090000000001,490.99,27.25,376.15
162.1920000000001,423.16,26.19,410.15
102.16199999999998,390.24,11.22,358.45
173.25900000000013,420.57,20.65,299.65
168.14800000000005,590.3799999999999,32.23,426.15
154.12100000000004,579.1099999999999,29.64,502.15
154.12100000000004,579.1099999999999,29.64,444.15
154.12100000000004,579.1099999999999,29.64,508.45
214.22000000000008,562.48,30.67,483.15
178.14300000000003,522.36,29.04,535.15
392.57999999999936,708.2399999999999,47.51,476.15
392.57999999999936,708.2399999999999,47.51,392.15
416.6459999999993,646.4499999999999,44.15,388.15
208.16900000000004,568.38,32.43,504.15
192.17000000000004,546.15,31.24,556.15
346.46399999999943,705.4599999999999,63.79,399.15
152.14900000000006,479.71,23.68,419.15
90.07799999999996,272.21000000000004,10.47,418.15
246.3470000000002,385.24,38.45,326.15
182.08400000000003,704.16,27.93,387.65
277.83,334.52,12.87,354.65
329.9059999999999,312.44,13.76,296.65
329.9059999999999,312.44,13.76,402.4
281.8619999999999,228.42,9.75,356.15
337.96999999999974,273.5,20.11,282.54999999999995
390.90199999999993,580.29,30.52,430.15
295.8889999999999,239.69,12.34,253.15
432.9829999999999,699.3499999999999,38.74,486.15
146.29900000000015,184.32,13.56,167.64999999999998
157.30100000000022,225.12,19.62,229.15
133.191,301.68,17.44,317.65
177.29100000000017,329.72,18.25,228.15
162.27600000000015,233.94,13.44,210.15
194.2740000000001,334.41,14.83,303.25
150.31200000000013,196.18,12.51,204.15
230.30400000000017,279.66,28.53,272.54999999999995
118.24499999999992,161.78,8.38,195.12
84.07399999999997,216.55,8.49,266.65
182.2220000000001,498.96,27.44,466.15
272.3919999999997,491.75,39.42,419.15
153.1810000000001,359.1,17.31,355.65
138.16600000000008,263.32000000000005,12.5,295.65
138.16600000000008,263.32000000000005,12.5,329.35
244.29400000000007,561.44,31.31,410.15
182.17500000000007,447.71,24.85,454.15
272.29999999999967,488.17,29.04,382.15
214.2640000000001,369.88000000000005,21.7,448.15
90.12199999999994,179.3,8.49,204.15
286.49999999999943,322.08,41.23,283.15
194.1860000000001,382.4500000000001,22.54,375.65
152.1930000000001,287.11,14.71,297.15
183.16300000000007,419.45,23.48,371.15
154.16500000000008,375.04,18.29,329.65
180.2030000000001,348.31,18.89,324.15
178.2310000000001,304.57,20.09,291.15
90.12199999999994,164.3,4.97,159.95
45.085000000000015,164.95999999999998,5.95,180.15
165.19200000000006,423.2000000000001,25.88,345.15
165.19200000000006,423.2000000000001,25.88,515.65
143.1860000000001,241.69,20.0,213.15
165.2360000000001,373.0700000000001,24.5,390.65
137.18200000000004,350.53000000000003,19.32,350.15
175.23100000000008,322.06000000000006,23.41,412.65
121.18299999999994,314.64,14.94,276.15
121.18299999999994,314.64,14.94,279.15
121.18299999999994,314.64,14.94,322.15
121.18299999999992,238.81,13.54,275.25
149.19300000000007,300.01,17.73,316.95
136.19800000000006,410.42,19.74,401.15
138.16600000000008,442.3,21.69,436.15
136.19400000000005,280.85,9.78,310.15
146.19300000000007,454.68,24.95,478.65
150.17700000000008,403.25,22.47,405.15
150.17700000000008,403.25,22.47,436.15
210.2760000000001,386.62000000000006,23.51,369.65
182.2660000000001,325.42,19.32,281.15
184.2420000000001,445.96,24.42,444.65
115.17599999999992,239.78,15.92,233.15
86.17799999999993,159.8,3.88,174.14999999999998
118.17599999999992,283.86,4.64,316.45
102.17699999999992,220.62,7.97,258.15
102.17699999999992,205.62,4.45,262.65
84.16199999999994,126.66,5.18,115.87999999999997
84.16199999999994,124.38,8.88,198.85
82.14599999999994,206.77,6.86,194.95
210.2290000000001,323.03000000000003,30.52,311.15
112.21599999999992,183.06,9.38,185.03
112.21599999999992,183.06,9.38,185.75
128.21499999999992,267.78,7.17,284.15
98.18899999999992,203.45,1.52,203.72
98.18899999999992,175.31,8.89,219.48
98.18899999999992,175.31,8.89,155.14999999999998
98.18899999999992,175.31,8.89,139.48
98.18899999999992,175.31,8.89,139.24999999999997
96.17299999999992,192.83,8.65,154.64999999999998
70.13499999999998,159.81,7.91,132.23
144.12600000000006,259.26,21.34,369.95
240.3060000000001,426.52,30.33,394.75
89.13799999999993,228.13,13.23,208.15
150.22100000000012,253.53,9.47,254.85
144.12600000000006,236.96,20.24,374.85
96.12899999999996,225.65,13.81,210.35
103.12099999999994,327.91,19.28,458.65
128.2589999999999,193.61,11.65,160.09999999999997
128.2589999999999,161.19,12.02,170.04999999999998
142.2420000000001,211.12,13.62,227.15
110.19999999999992,141.84,14.26,286.95
114.2319999999999,149.92000000000002,9.43,182.01
174.1960000000001,264.58,25.21,283.45
112.21599999999992,146.92000000000002,14.06,158.14999999999998
112.21599999999992,177.26,9.26,135.78999999999996
60.100000000000016,228.03,9.15,216.0
96.13299999999995,364.38000000000005,17.96,365.15
188.2740000000001,436.9000000000001,31.0,319.15
194.1860000000001,326.06,24.05,341.15
142.2860000000001,142.46,7.56,191.45
144.12600000000006,236.96,20.24,254.15
132.115,469.73,21.58,464.15
168.23600000000013,377.38,24.67,293.15
156.2280000000001,309.16,17.12,270.15
156.2280000000001,309.16,17.12,280.75
156.2280000000001,309.16,17.12,256.95
156.2280000000001,309.16,17.12,336.30999999999995
156.2280000000001,309.16,17.12,383.25
171.24300000000008,329.11,20.53,314.65
166.18000000000006,394.94,24.51,333.15
151.16500000000008,374.99,21.1,287.15
151.16500000000008,374.99,21.1,288.35
151.16500000000008,374.99,21.1,248.15
268.31599999999975,518.96,39.08,531.45
142.2860000000001,172.46,14.61,219.15
158.2850000000002,250.7,14.81,205.65
136.23800000000003,159.3,19.64,237.75
72.10699999999997,175.11,13.3,189.75
72.10699999999997,175.11,13.3,188.15
130.14299999999997,370.33,15.62,363.65
100.20499999999991,171.07,6.47,149.44
100.20499999999991,171.07,6.47,138.74999999999997
116.20399999999992,216.89,7.04,253.15
116.20399999999992,216.89,7.04,243.15
114.18799999999992,221.0,8.07,209.15
114.18799999999992,188.58,8.44,204.75
98.18899999999992,137.93,7.77,149.04999999999998
98.18899999999992,169.31,5.19,136.54999999999998
98.18899999999992,134.61,9.25,145.54999999999998
98.18899999999992,134.61,9.25,148.95
98.18899999999992,134.61,9.25,159.74999999999997
98.18899999999992,165.99,6.67,137.64999999999998
98.18899999999992,165.99,6.67,157.95
96.17299999999992,277.17,9.59,191.15
208.26400000000007,520.0,29.2,436.15
163.2200000000001,356.51,21.53,402.45
188.27000000000007,309.96000000000004,17.85,316.15
194.1860000000001,326.06,24.05,274.17999999999995
86.13399999999994,190.53,3.58,274.15
104.14899999999992,270.17,9.47,402.45
102.13299999999994,309.13,11.44,309.15
164.24800000000013,354.29,16.66,365.85
108.14399999999996,339.40000000000003,15.22,288.15
96.13299999999995,364.38000000000005,17.96,380.65
122.17099999999996,374.91,17.48,334.15
122.17099999999994,299.08000000000004,16.09,387.05
107.15599999999996,279.13,12.68,259.07
107.15599999999996,279.13,12.68,262.7
123.15899999999996,435.18,20.03,426.65
108.14399999999996,339.40000000000003,15.22,298.15
157.2160000000001,369.43,19.67,330.84
158.20400000000006,429.7000000000001,22.21,379.45
297.5709999999992,347.63,50.58,296.04999999999995
62.137000000000015,146.7,5.07,174.89
194.1860000000001,326.06,24.05,413.752
331.9659999999999,495.82,39.28,431.35
114.17299999999996,403.0700000000001,14.58,338.15
244.38400000000007,543.06,25.02,396.15
113.18499999999996,342.8,12.03,356.65
112.19699999999996,282.53000000000003,9.48,224.15
112.19699999999996,282.53000000000003,9.48,210.63
232.20500000000004,380.65,26.76,434.15
88.10999999999996,289.23,13.34,454.35
88.10999999999996,278.82,15.14,379.15
360.45999999999975,670.32,48.11,508.15
318.4659999999998,527.24,37.16,412.65
312.37199999999973,624.96,43.11,569.15
322.24299999999977,697.3699999999999,49.5,372.45
183.123,579.3199999999999,32.48,401.15
183.123,579.3199999999999,32.48,453.25
183.123,579.3199999999999,32.48,411.15
183.123,579.3199999999999,32.48,411.15
183.123,579.3199999999999,32.48,435.15
211.133,640.52,36.67,457.15
168.108,483.54,27.67,388.95
168.108,483.54,27.67,362.35
168.108,483.54,27.67,444.25
200.106,706.98,39.24,420.45
234.62,560.38,35.61,372.15
212.117,667.9300000000001,40.01,455.85
212.117,667.9300000000001,40.01,438.15
212.117,667.9300000000001,40.01,478.15
230.563,587.1800000000001,35.67,347.15
244.20600000000005,590.1,36.86,400.15
244.20600000000005,590.1,36.86,508.15
148.11800000000008,422.06,28.84,306.65
259.22099999999995,642.76,41.87,483.15
260.2049999999999,612.33,38.05,416.15
276.2729999999998,624.5,40.99,433.65
120.06399999999998,399.52,23.66,311.35
106.037,388.25,21.07,258.15
218.168,573.84,34.66,421.15
218.16800000000003,573.84,34.66,490.15
218.16800000000003,573.84,34.66,445.15
234.16700000000003,685.5600000000001,40.44,411.15
184.10700000000003,595.26,33.45,418.25
184.107,595.26,33.45,387.15
184.10700000000003,595.26,33.45,378.75
184.10700000000003,595.26,33.45,335.54999999999995
184.10700000000003,595.26,33.45,407.55
226.14400000000003,560.93,36.83,345.65
275.2199999999998,754.48,47.65,468.65
259.22099999999995,642.76,41.87,432.15
198.13800000000003,631.98,37.49,474.75
134.0910000000001,395.79,22.73,231.15
134.0910000000001,410.79,26.25,251.75
134.0910000000001,413.21,18.83,325.15
166.08900000000006,534.85,27.01,415.15
292.24999999999983,738.1800000000001,46.44,582.15
292.24999999999983,738.1800000000001,46.44,572.15
240.2150000000001,637.86,39.9,316.45
522.0029999999995,548.14,94.01,346.04999999999995
241.4630000000003,322.74,42.21,293.15
242.4470000000003,292.31,38.38,265.45
370.5739999999993,422.36,61.47,282.75
390.56399999999945,483.84,60.31,298.15
426.6819999999992,467.44,71.83,291.15
88.10599999999995,199.6,12.84,228.15
88.10599999999995,199.6,12.84,284.9
116.07199999999996,245.2,14.02,356.15
74.07899999999997,191.85,12.35,175.94
263.2969999999999,509.89,37.33,378.65
254.27900000000017,594.45,32.54,494.15
136.23800000000003,207.4,11.73,177.64999999999998
136.23800000000003,207.4,11.73,177.64999999999998
136.23800000000003,207.4,11.73,177.64999999999998
158.2850000000002,224.69,22.84,203.95
174.2840000000002,251.76,9.2,218.15
174.35300000000018,236.86,25.79,221.85
239.3180000000001,390.3200000000001,26.38,406.15
286.3269999999996,720.6499999999999,42.16,444.65
214.2640000000001,344.84000000000003,22.47,371.15
211.2640000000001,382.78,24.72,374.55
178.2340000000001,406.48,23.22,335.15
169.2270000000001,330.5,19.93,326.35
330.4299999999997,565.0,38.09,510.15
260.34,489.72,34.13,423.15
274.3629999999996,457.66,26.35,362.65
276.40399999999966,422.03,23.72,378.95
336.4379999999997,596.28,43.32,520.15
206.2880000000001,312.76000000000005,25.68,422.15
202.25600000000009,535.12,31.52,359.04999999999995
210.3200000000001,307.92,21.76,300.15
210.3200000000001,322.92,25.28,325.35
208.3040000000001,302.84000000000003,21.96,320.65
236.27000000000007,417.7,28.68,384.15
231.68200000000007,401.43000000000006,26.33,357.65
242.28200000000007,549.6800000000001,39.14,443.15
218.3460000000001,346.64000000000004,23.18,333.54999999999995
182.2660000000001,285.38000000000005,16.58,255.15
182.2660000000001,300.38,20.1,324.33
240.26200000000009,505.56,33.31,527.15
212.2960000000001,405.7000000000001,30.12,347.15
214.2640000000001,392.02,21.23,395.65
180.25000000000009,284.66,17.51,281.35
170.21100000000007,300.07000000000005,16.11,300.015
220.27100000000007,391.19,27.79,364.15
232.3260000000001,330.22,31.06,475.15
184.2420000000001,393.5700000000001,23.14,323.65
184.2420000000001,383.16,24.94,401.85
318.3279999999998,491.6,38.03,411.15
268.26799999999974,402.5,34.22,346.15
168.2390000000001,289.11,17.51,298.37
184.23800000000008,334.93,18.07,338.15
221.25900000000007,451.46,30.34,344.15
318.3279999999998,491.6,38.03,346.15
267.37199999999984,521.11,28.56,370.65
196.2930000000001,311.65000000000003,22.69,279.15
196.2930000000001,314.07000000000005,15.27,302.25
224.25900000000007,411.51,25.89,350.15
210.2760000000001,361.58,24.29,345.65
210.2760000000001,346.58000000000004,20.76,319.15
210.2760000000001,361.58,24.29,307.15
208.26000000000008,334.61,23.87,317.95
194.2770000000001,292.61,21.58,322.15
208.26000000000008,356.5,24.49,329.15
220.2750000000001,529.9200000000001,31.95,473.15
270.2839999999997,407.58,34.02,394.15
186.27900000000005,312.24,19.05,257.79999999999995
212.2520000000001,454.77,27.33,462.15
212.25200000000007,444.36,29.13,509.15
197.832,276.73,14.68,216.15
210.3650000000002,461.09,32.28,340.25
424.06299999999993,787.3500000000001,59.15,505.15
255.3910000000002,589.53,40.02,378.15
132.20299999999995,213.11,16.26,175.84999999999997
101.19299999999993,210.04,16.31,210.15
150.31200000000013,226.18,19.56,187.75
102.17699999999994,179.61,12.48,158.34999999999997
230.30400000000017,309.66,35.57,257.45
174.1960000000001,264.58,25.21,228.85
250.29400000000007,371.14,34.41,242.15
202.2500000000001,287.12,30.39,267.25
118.24499999999992,191.78,15.43,170.46999999999997
146.19300000000007,459.61,28.08,346.15
683.1810000000032,682.16,117.4,334.15
120.24199999999996,313.36,4.19,305.65
120.24199999999996,313.36,4.19,327.15
120.24199999999996,313.36,4.19,384.55
306.3639999999998,715.4200000000001,47.87,562.65
210.27600000000007,547.38,39.84,429.15
296.4139999999996,733.8199999999999,38.72,477.65
106.21499999999996,305.61,3.7,350.15
401.4219999999997,550.8800000000001,44.63,338.15
210.3200000000001,347.96000000000004,24.5,354.95
474.7259999999993,551.46,75.85,308.65
233.09800000000007,437.55,30.35,430.15
130.18999999999997,237.88,12.75,220.95
130.18999999999997,237.88,12.75,303.15
70.09099999999997,153.55,4.74,172.14999999999998
86.15899999999996,165.72,7.69,293.15
310.6099999999991,337.7,52.74,316.95
340.5919999999992,498.3,62.88,353.75
326.6089999999991,398.52,56.82,344.15
337.5919999999992,465.81,59.73,367.15
308.59399999999914,335.94,51.46,311.15
338.5759999999992,493.22,63.08,306.15
338.5759999999992,493.22,63.08,306.15
338.5759999999992,493.22,63.08,335.04999999999995
338.5759999999992,493.22,63.08,335.04999999999995
184.3230000000002,267.0,29.13,317.15
199.33800000000025,358.19,33.63,374.15
170.34000000000023,225.0,26.84,263.6
200.37000000000023,391.52,37.23,341.15
230.30400000000017,546.2,47.12,399.75
202.33800000000025,346.64,35.01,354.45
181.3230000000002,289.99,28.34,277.15
202.40700000000024,261.46000000000004,30.88,266.45
200.3220000000002,385.6,36.98,316.97
186.33900000000023,285.82,30.92,297.35
186.33900000000023,270.82,27.4,292.15
184.3230000000002,274.93,28.44,294.15
218.7680000000002,304.85,32.63,256.15
168.3240000000002,223.24,25.56,237.96
228.28800000000007,541.12,47.32,438.65
228.37600000000023,289.87,36.39,274.35
240.38700000000023,299.38,37.69,277.15
185.35500000000025,308.26,32.03,300.95
245.40700000000027,458.66,43.99,342.65
261.4530000000001,414.82,41.22,314.65
246.43800000000024,319.04,36.42,271.15
252.4860000000003,300.0,34.21,285.75
260.4430000000001,326.33000000000004,40.43,274.65
382.5439999999994,620.75,56.77,316.65
262.43700000000007,430.76,42.2,339.15
338.44399999999945,707.8000000000001,60.73,369.65
166.3080000000002,271.97,29.81,254.15
295.4509999999996,530.23,36.33,329.15
450.88,450.4,78.64,342.85
234.33900000000017,404.76,18.49,406.15
282.5559999999996,315.16,47.56,309.63
342.5199999999993,636.36,67.84,398.65
312.5379999999992,475.76,57.7,348.21
298.55499999999915,375.98,51.64,337.04999999999995
304.47399999999936,455.44,58.51,235.15
310.52199999999925,470.68,57.9,297.65
310.52199999999925,470.68,57.9,297.65
310.52199999999925,470.68,57.9,327.15
310.52199999999925,470.68,57.9,327.15
310.52199999999925,470.68,57.9,297.15
222.3720000000002,327.37,15.09,325.65
145.2020000000001,296.66,16.04,330.15
165.2360000000001,312.36,17.75,349.65
165.2360000000001,312.36,17.75,349.65
165.2360000000001,312.36,17.75,349.65
165.2360000000001,312.36,17.75,313.15
165.2360000000001,312.36,17.75,313.15
165.2360000000001,312.36,17.75,313.15
165.2360000000001,312.36,17.75,313.15
165.2360000000001,312.36,17.75,313.15
165.2360000000001,312.36,17.75,313.15
92.52499999999998,198.0,13.84,247.15
183.20700000000008,539.53,30.25,484.65
72.10699999999996,179.35,12.23,123.14999999999998
140.1820000000001,279.12,25.81,218.15
240.43100000000027,314.59,43.31,297.25
268.485,337.13,48.49,299.25
386.7079999999992,449.56,30.36,358.15
386.7079999999992,449.56,30.36,358.15
386.7079999999992,449.56,30.36,337.15
386.7079999999992,449.56,30.36,337.15
394.64299999999935,553.62,35.01,419.15
396.6589999999993,536.0999999999999,35.25,431.15
396.6589999999993,536.0999999999999,35.25,431.15
396.6589999999993,536.0999999999999,35.25,431.15
396.6589999999993,536.0999999999999,35.25,367.15
396.6589999999993,536.0999999999999,35.25,367.15
396.6589999999993,536.0999999999999,35.25,367.15
396.6589999999993,536.0999999999999,35.25,391.15
396.6589999999993,536.0999999999999,35.25,391.15
396.6589999999993,536.0999999999999,35.25,391.15
400.6909999999992,523.6600000000001,35.29,430.65
