EnthalpyFus,JR Tm /K,CRC Tm /K
20.24,236.96,254.15
21.58,469.73,464.15
24.67,377.38,293.15
17.12,309.16,270.15
17.12,309.16,280.75
17.12,309.16,256.95
17.12,309.16,336.30999999999995
17.12,309.16,383.25
20.53,329.11,314.65
24.51,394.94,333.15
21.1,374.99,287.15
21.1,374.99,288.35
21.1,374.99,248.15
39.08,518.96,531.45
14.61,172.46,219.15
14.81,250.7,205.65
19.64,159.3,237.75
13.3,175.11,189.75
13.3,175.11,188.15
15.62,370.33,363.65
6.47,171.07,149.44
6.47,171.07,138.74999999999997
7.04,216.89,253.15
7.04,216.89,243.15
8.07,221.0,209.15
8.44,188.58,204.75
7.77,137.93,149.04999999999998
5.19,169.31,136.54999999999998
9.25,134.61,145.54999999999998
9.25,134.61,148.95
9.25,134.61,159.74999999999997
6.67,165.99,137.64999999999998
6.67,165.99,157.95
9.59,277.17,191.15
29.2,520.0,436.15
21.53,356.51,402.45
17.85,309.96000000000004,316.15
24.05,326.06,274.17999999999995
3.58,190.53,274.15
9.47,270.17,402.45
11.44,309.13,309.15
16.66,354.29,365.85
15.22,339.40000000000003,288.15
17.96,364.38000000000005,380.65
17.48,374.91,334.15
16.09,299.08000000000004,387.05
12.68,279.13,259.07
12.68,279.13,262.7
20.03,435.18,426.65
15.22,339.40000000000003,298.15
19.67,369.43,330.84
22.21,429.7000000000001,379.45
50.58,347.63,296.04999999999995
5.07,146.7,174.89
24.05,326.06,413.752
39.28,495.82,431.35
14.58,403.0700000000001,338.15
25.02,543.06,396.15
12.03,342.8,356.65
9.48,282.53000000000003,224.15
9.48,282.53000000000003,210.63
26.76,380.65,434.15
13.34,289.23,454.35
15.14,278.82,379.15
48.11,670.32,508.15
37.16,527.24,412.65
43.11,624.96,569.15
49.5,697.3699999999999,372.45
32.48,579.3199999999999,401.15
32.48,579.3199999999999,453.25
32.48,579.3199999999999,411.15
32.48,579.3199999999999,411.15
32.48,579.3199999999999,435.15
36.67,640.52,457.15
27.67,483.54,388.95
27.67,483.54,362.35
27.67,483.54,444.25
39.24,706.98,420.45
35.61,560.38,372.15
40.01,667.9300000000001,455.85
40.01,667.9300000000001,438.15
40.01,667.9300000000001,478.15
35.67,587.1800000000001,347.15
36.86,590.1,400.15
36.86,590.1,508.15
28.84,422.06,306.65
41.87,642.76,483.15
38.05,612.33,416.15
40.99,624.5,433.65
23.66,399.52,311.35
21.07,388.25,258.15
34.66,573.84,421.15
34.66,573.84,490.15
34.66,573.84,445.15
40.44,685.5600000000001,411.15
33.45,595.26,418.25
33.45,595.26,387.15
33.45,595.26,378.75
33.45,595.26,335.54999999999995
33.45,595.26,407.55
36.83,560.93,345.65
47.65,754.48,468.65
41.87,642.76,432.15
37.49,631.98,474.75
22.73,395.79,231.15
26.25,410.79,251.75
18.83,413.21,325.15
27.01,534.85,415.15
46.44,738.1800000000001,582.15
46.44,738.1800000000001,572.15
39.9,637.86,316.45
94.01,548.14,346.04999999999995
42.21,322.74,293.15
38.38,292.31,265.45
61.47,422.36,282.75
60.31,483.84,298.15
71.83,467.44,291.15
12.84,199.6,228.15
12.84,199.6,284.9
14.02,245.2,356.15
12.35,191.85,175.94
37.33,509.89,378.65
32.54,594.45,494.15
11.73,207.4,177.64999999999998
11.73,207.4,177.64999999999998
11.73,207.4,177.64999999999998
22.84,224.69,203.95
9.2,251.76,218.15
25.79,236.86,221.85
26.38,390.3200000000001,406.15
42.16,720.6499999999999,444.65
22.47,344.84000000000003,371.15
24.72,382.78,374.55
23.22,406.48,335.15
19.93,330.5,326.35
38.09,565.0,510.15
34.13,489.72,423.15
26.35,457.66,362.65
23.72,422.03,378.95
43.32,596.28,520.15
25.68,312.76000000000005,422.15
31.52,535.12,359.04999999999995
21.76,307.92,300.15
25.28,322.92,325.35
21.96,302.84000000000003,320.65
28.68,417.7,384.15
26.33,401.43000000000006,357.65
39.14,549.6800000000001,443.15
23.18,346.64000000000004,333.54999999999995
16.58,285.38000000000005,255.15
20.1,300.38,324.33
33.31,505.56,527.15
30.12,405.7000000000001,347.15
21.23,392.02,395.65
17.51,284.66,281.35
16.11,300.07000000000005,300.015
27.79,391.19,364.15
31.06,330.22,475.15
23.14,393.5700000000001,323.65
24.94,383.16,401.85
38.03,491.6,411.15
34.22,402.5,346.15
17.51,289.11,298.37
18.07,334.93,338.15
30.34,451.46,344.15
38.03,491.6,346.15
28.56,521.11,370.65
22.69,311.65000000000003,279.15
15.27,314.07000000000005,302.25
25.89,411.51,350.15
24.29,361.58,345.65
20.76,346.58000000000004,319.15
24.29,361.58,307.15
23.87,334.61,317.95
21.58,292.61,322.15
24.49,356.5,329.15
31.95,529.9200000000001,473.15
34.02,407.58,394.15
19.05,312.24,257.79999999999995
27.33,454.77,462.15
29.13,444.36,509.15
14.68,276.73,216.15
32.28,461.09,340.25
59.15,787.3500000000001,505.15
40.02,589.53,378.15
16.26,213.11,175.84999999999997
16.31,210.04,210.15
19.56,226.18,187.75
12.48,179.61,158.34999999999997
35.57,309.66,257.45
25.21,264.58,228.85
34.41,371.14,242.15
30.39,287.12,267.25
15.43,191.78,170.46999999999997
28.08,459.61,346.15
117.4,682.16,334.15
4.19,313.36,305.65
4.19,313.36,327.15
4.19,313.36,384.55
47.87,715.4200000000001,562.65
39.84,547.38,429.15
38.72,733.8199999999999,477.65
3.7,305.61,350.15
44.63,550.8800000000001,338.15
24.5,347.96000000000004,354.95
75.85,551.46,308.65
30.35,437.55,430.15
12.75,237.88,220.95
12.75,237.88,303.15
4.74,153.55,172.14999999999998
7.69,165.72,293.15
52.74,337.7,316.95
62.88,498.3,353.75
56.82,398.52,344.15
59.73,465.81,367.15
51.46,335.94,311.15
63.08,493.22,306.15
63.08,493.22,306.15
63.08,493.22,335.04999999999995
63.08,493.22,335.04999999999995
29.13,267.0,317.15
33.63,358.19,374.15
26.84,225.0,263.6
37.23,391.52,341.15
47.12,546.2,399.75
35.01,346.64,354.45
28.34,289.99,277.15
30.88,261.46000000000004,266.45
36.98,385.6,316.97
30.92,285.82,297.35
27.4,270.82,292.15
28.44,274.93,294.15
32.63,304.85,256.15
25.56,223.24,237.96
47.32,541.12,438.65
36.39,289.87,274.35
37.69,299.38,277.15
32.03,308.26,300.95
43.99,458.66,342.65
41.22,414.82,314.65
36.42,319.04,271.15
34.21,300.0,285.75
40.43,326.33000000000004,274.65
56.77,620.75,316.65
42.2,430.76,339.15
60.73,707.8000000000001,369.65
29.81,271.97,254.15
36.33,530.23,329.15
78.64,450.4,342.85
18.49,404.76,406.15
47.56,315.16,309.63
67.84,636.36,398.65
57.7,475.76,348.21
51.64,375.98,337.04999999999995
58.51,455.44,235.15
57.9,470.68,297.65
57.9,470.68,297.65
57.9,470.68,327.15
57.9,470.68,327.15
57.9,470.68,297.15
15.09,327.37,325.65
16.04,296.66,330.15
17.75,312.36,349.65
17.75,312.36,349.65
17.75,312.36,349.65
17.75,312.36,313.15
17.75,312.36,313.15
17.75,312.36,313.15
17.75,312.36,313.15
17.75,312.36,313.15
17.75,312.36,313.15
13.84,198.0,247.15
30.25,539.53,484.65
12.23,179.35,123.14999999999998
25.81,279.12,218.15
43.31,314.59,297.25
48.49,337.13,299.25
30.36,449.56,358.15
30.36,449.56,358.15
30.36,449.56,337.15
30.36,449.56,337.15
35.01,553.62,419.15
35.25,536.0999999999999,431.15
35.25,536.0999999999999,431.15
35.25,536.0999999999999,431.15
35.25,536.0999999999999,367.15
35.25,536.0999999999999,367.15
35.25,536.0999999999999,367.15
35.25,536.0999999999999,391.15
35.25,536.0999999999999,391.15
35.25,536.0999999999999,391.15
35.29,523.6600000000001,430.65
35.29,523.6600000000001,419.15
33.82,540.4200000000001,404.15
27.07,471.73,441.15
27.07,471.73,441.15
51.67,635.8,388.15
31.95,566.3,494.65
31.95,566.3,494.65
31.95,566.3,494.65
31.95,566.3,453.15
31.95,566.3,453.15
31.95,566.3,453.15
31.95,566.3,454.15
31.95,566.3,454.15
31.95,566.3,454.15
42.32,614.74,471.15
37.11,622.8799999999999,563.15
37.11,622.8799999999999,563.15
41.03,577.13,395.65
47.28,608.4100000000001,330.15
32.8,399.42,362.15
0.94,112.3,90.36999999999998
11.33,278.82,284.29
9.11,233.94,260.15
16.51,227.04,292.04999999999995
20.03,242.04,242.15
34.02,407.58,346.65
71.83,467.44,329.75
92.55,557.5999999999999,342.25
25.21,255.68,233.15
102.91,602.6800000000001,348.45
82.19,512.52,334.85
17.39,333.62,363.15
21.56,320.76,318.15
56.01,418.31,333.65
9.02,185.22,231.95
4.98,148.76,125.26
5.02,173.12,159.01
10.22,256.38,283.54999999999995
50.96,668.84,373.15
33.8,659.7099999999999,459.15
18.1,313.56000000000006,312.15
37.85,661.0000000000001,499.15
16.51,324.35,252.15
16.51,324.35,277.85
20.7,385.55,406.15
11.7,228.57,243.55
21.32,420.13,344.65
24.05,412.96,293.85
24.05,412.96,472.15
24.54,380.08,335.15
11.39,217.89,203.15
16.85,221.94,211.45
18.16,231.45,225.85
14.39,290.55,339.15
18.7,318.87,310.65
27.49,480.48,369.65
22.68,384.7000000000001,274.25
22.68,384.7000000000001,333.15
34.08,522.35,397.15
17.49,340.29,302.15
17.49,340.29,339.65
23.1,366.22,352.15
23.1,366.22,408.15
26.26,423.31,391.15
25.71,438.21,446.65
10.49,177.17000000000002,189.35
17.26,249.64,228.15
11.79,186.68,202.15
6.13,195.56,192.15
22.28,355.72,287.45
22.28,355.72,362.75
22.29,363.02,469.65
15.32,302.12,226.15
15.32,302.12,209.15
15.32,302.12,268.04999999999995
15.53,259.0,209.75
19.72,320.20000000000005,343.65
10.52,206.34000000000003,178.2
18.97,347.07000000000005,359.15
22.32,374.48,320.65
22.08,429.78,371.65
25.34,442.16,449.65
17.48,259.94000000000005,238.65
24.26,332.41,273.15
28.33,335.9100000000001,333.65
22.37,332.26000000000005,255.15
26.13,282.05,306.15
15.67,199.71,176.14999999999998
17.92,302.98,241.35
11.86,203.2,258.15
8.71,141.66,141.14999999999998
17.32,207.25,173.14999999999998
12.97,225.64,398.15
23.26,263.64,251.15
13.09,249.16000000000005,321.4
14.68,207.09,252.15
21.46,279.56000000000006,265.15
12.09,195.82,192.55
22.86,277.40000000000003,279.65
14.58,253.43,247.05
33.92,419.78,383.65
22.43,290.42999999999995,325.15
25.64,339.70000000000005,324.15
7.33,171.8,130.24999999999997
8.31,187.3,161.86999999999998
8.07,204.82,163.24999999999997
7.82,179.55,134.73
7.58,197.07,154.34999999999997
6.84,164.05,123.74999999999996
31.21,267.33,253.15
19.19,289.31,331.65
13.8,217.65,255.15
31.24,507.17,405.15
9.14,167.31,133.14999999999998
25.29,327.47,339.65
14.92,253.92,210.25
14.92,253.92,188.85
14.92,253.92,219.45
14.92,253.92,223.65
14.92,253.92,206.25
8.13,178.61,173.74999999999997
8.5,146.19,150.76999999999998
10.84,213.4,183.65
20.21,339.17,273.15
27.17,392.77,398.15
27.17,392.77,351.65
27.17,392.77,390.65
27.17,392.77,384.45
21.45,310.84000000000003,291.15
36.39,289.87,271.35
-1.83,113.86,103.98999999999998
107.39,723.2,422.15
7.59,239.51,195.15
24.06,482.74,350.15
29.51,400.62000000000006,302.15
20.17,273.05000000000007,299.15
21.15,266.73,307.65
30.07,439.84,464.15
15.54,176.19,158.24999999999997
23.44,233.52,206.95
46.74,334.95,297.35
15.24,206.92,173.14999999999998
17.61,271.56,233.15
20.85,222.25,205.55
17.04,225.74,203.15
22.5,229.79,193.15
23.81,239.3,183.15
49.08,601.84,315.04999999999995
18.1,301.82000000000005,318.95
30.99,382.85,302.15
25.81,360.31,281.15
6.21,195.35,173.14999999999998
23.26,371.66,347.15
23.26,371.66,390.15
17.9,440.1599999999999,354.65
13.23,228.13,283.15
26.65,417.68,317.15
19.74,248.64,208.15
9.31,165.51,150.95
20.87,305.96000000000004,280.65
19.69,364.08,266.15
17.53,325.91,240.15
17.73,282.7900000000001,258.15
19.68,283.73,263.15
14.73,195.98,173.84999999999997
16.62,331.67,253.15
11.97,194.33,192.35
4.11,214.72,129.34999999999997
11.48,186.58,167.24999999999997
11.48,186.58,167.24999999999997
11.48,186.58,164.14999999999998
11.48,186.58,164.14999999999998
3.13,199.22,142.95
4.71,145.8,160.14999999999998
18.92,257.18,264.15
9.43,149.92000000000002,158.14999999999998
9.06,182.34,182.35
10.36,149.2,160.24999999999997
12.14,184.71,175.34999999999997
7.66,157.97,167.26
17.51,296.64,259.25
17.51,296.64,265.75
27.06,361.51,361.65
21.49,362.47,260.95
21.49,362.47,260.85
28.45,416.07,320.15
28.45,416.07,330.15
20.83,413.78,330.65
28.62,256.06,228.75
52.33,347.33,218.15
51.93,357.49,306.25
52.13,352.41,252.15
52.13,352.41,252.15
52.13,352.41,278.25
52.13,352.41,278.25
26.03,244.79,228.45
14.67,238.37,223.15
10.36,153.65,154.59999999999997
18.26,210.98,181.95
10.56,231.89,260.15
16.3,318.06,291.15
16.3,318.06,273.15
16.3,318.06,318.15
20.32,311.28000000000003,328.15
20.07,271.21000000000004,243.75
22.49,312.6,326.15
25.08,323.87,331.15
25.47,452.31,385.15
13.08,188.44,199.55
9.89,168.34,145.64999999999998
17.31,285.42,398.65
12.84,180.51,156.11999999999998
13.07,266.61,210.15
13.07,266.61,196.25
13.07,266.61,182.65
20.02,320.21000000000004,274.15
20.02,320.21000000000004,281.65
20.02,320.21000000000004,296.15
23.26,371.66,318.15
14.03,239.64,197.55
14.03,239.64,171.84999999999997
26.94,451.94999999999993,363.15
41.57,312.41,285.45
19.78,486.33,473.95
20.39,329.84000000000003,264.65
9.16,222.96,187.65
14.33,230.06,173.14999999999998
12.72,230.13,192.45
12.72,230.13,177.45
12.72,230.13,210.45
19.09,253.83,234.05
34.82,595.1,436.15
17.12,277.71000000000004,259.75
17.12,277.71000000000004,257.65
22.41,362.96,339.65
33.79,278.6,257.15
32.51,276.84000000000003,235.15
15.33,309.42,367.15
6.02,155.31,157.34999999999997
16.65,310.40000000000003,295.15
24.71,386.44,359.65
9.08,318.99,304.15
17.14,395.03,370.15
8.59,311.24,300.15
15.35,339.09000000000003,325.15
81.73,1091.44,635.15
43.82,402.94,260.15
108.52,1065.2,516.15
10.18,301.42999999999995,274.54999999999995
33.36,495.69,394.65
29.47,516.8900000000001,385.15
36.48,651.8100000000001,391.15
9.46,334.96,314.65
39.23,486.16,326.15
31.65,574.87,322.45
22.26,336.29,319.15
46.21,694.05,481.15
42.46,529.2900000000001,278.15
51.48,642.78,320.85
24.49,425.92,383.35
22.8,439.15,403.45
17.99,343.37,387.91
31.8,511.0,503.15
27.61,534.9300000000001,439.15
25.74,411.22,376.57
23.15,399.9500000000001,427.15
10.81,246.08,381.15
14.16,273.49,308.35
13.23,280.17,244.15
13.23,280.17,271.25
8.42,184.39,230.97
23.35,380.05,367.15
14.71,284.44,359.15
14.71,269.0,296.15
20.76,368.78,397.35
20.76,368.78,396.75
20.76,368.78,457.05
12.12,273.17,307.95
16.41,288.03,275.15
16.41,288.03,243.15
16.41,288.03,282.15
17.61,290.95000000000005,346.65
17.61,290.95000000000005,347.35
9.2,135.43,139.14999999999998
5.67,120.43,151.74999999999997
6.21,165.35,286.15
24.74,203.05,238.15
42.08,640.31,364.85
30.36,496.65,298.95
4.02,112.89,129.99999999999997
8.1,173.71,246.75
2.74,111.13,112.64999999999998
16.97,169.24,200.15
14.38,157.97,170.14999999999998
12.43,254.97,231.65
12.43,254.97,246.15
1.43,101.62,129.81999999999996
11.81,230.41000000000005,234.15
11.81,230.41000000000005,238.15
11.81,230.41000000000005,228.15
15.43,303.96000000000004,287.35
11.01,195.66000000000005,238.15
21.59,364.31,326.35
15.41,274.69,259.15
15.41,274.69,331.15
19.39,340.52,267.15
19.39,340.52,314.15
19.39,340.52,299.65
19.56,180.51,209.15
11.79,146.7,153.14999999999998
14.2,296.11,289.25
14.2,296.11,287.15
14.2,296.11,321.15
15.2,256.86,302.15
14.81,269.38,228.15
6.61,124.16,114.14999999999998
6.81,119.08,253.15
6.81,119.08,253.15
10.62,208.18,210.65
10.62,208.18,183.95
10.62,208.18,216.55
12.44,212.37,191.65
12.44,212.37,231.45
39.51,643.21,505.15
63.43,819.3,478.15
22.77,466.41,375.15
22.77,466.41,375.15
22.77,466.41,375.15
84.09,871.3199999999998,441.15
26.6,450.96,562.55
26.6,450.96,562.55
9.4,178.07,187.57
24.34,373.73,341.65
17.4,281.71000000000004,272.15
21.75,362.46,403.15
21.75,362.46,394.85
34.09,546.85,615.15
27.18,316.6,325.15
21.18,280.52,312.65
15.79,263.06,301.65
28.17,363.2900000000001,320.15
18.38,274.33000000000004,301.15
18.38,274.33000000000004,302.15
19.28,261.32000000000005,325.15
27.13,379.92,414.15
15.69,262.68,258.65
29.62,409.71,408.15
46.7,595.51,427.15
21.73,462.30000000000007,460.35
21.73,462.30000000000007,460.35
21.73,462.30000000000007,460.35
35.83,478.47,440.15
35.83,478.47,440.15
35.83,478.47,440.15
39.8,589.01,388.65
61.29,1025.86,573.15
53.02,732.78,465.15
23.53,225.2,258.15
23.53,225.2,258.15
36.41,815.4799999999999,507.15
38.36,713.8799999999999,507.15
33.84,661.86,398.65
33.84,661.86,398.65
21.73,462.30000000000007,370.15
21.73,462.30000000000007,370.15
21.73,462.30000000000007,370.15
54.5,486.6,371.15
27.79,562.0799999999999,404.15
35.83,478.47,422.15
35.83,478.47,422.15
35.83,478.47,422.15
54.26,661.5600000000001,493.15
37.39,552.37,418.15
48.9,618.91,468.65
63.14,498.72,405.15
63.14,498.72,405.15
63.14,498.72,407.15
63.14,498.72,407.15
26.97,418.63,450.65
27.32,508.16,455.15
57.35,818.56,468.15
119.12,1543.2399999999998,452.15
12.27,291.03000000000003,291.35
106.47,649.61,323.25
59.37,470.32,308.15
28.65,303.18,195.15
49.62,551.49,349.15
90.81,573.66,304.15
59.73,438.42,213.15
75.27,506.04,282.75
153.58,828.9,278.45
153.58,828.9,278.45
137.43,776.52,339.15
121.89,708.9,330.15
64.46,889.9499999999999,439.65
7.31,215.12,370.15
15.17,333.72,352.65
55.21,856.9699999999999,459.15
36.52,622.02,489.15
28.06,481.29,493.15
5.51,196.3,288.15
13.37,314.9,371.15
20.67,365.41,364.15
31.91,566.45,503.15
29.74,521.19,509.65
33.13,567.21,546.15
45.08,615.5699999999999,373.15
51.75,687.6600000000001,383.15
254.76,1216.76,388.35
36.15,910.64,606.15
24.02,397.87,331.15
108.33,1526.82,445.65
51.77,945.53,413.15
50.15,326.43,313.54999999999995
76.05,439.13,341.15
29.33,547.74,368.95
39.49,594.29,435.95
41.57,574.9200000000001,395.35
14.55,322.85,284.15
177.06,878.66,379.15
65.69,394.05,331.95
42.07,323.35,309.15
44.98,364.61,322.15
39.79,281.35,295.12
41.29,346.34,307.15
49.93,441.95,334.23
43.87,342.17,326.15
41.39,331.28,321.35
41.39,331.28,323.85
38.51,279.59000000000003,283.85
49.37,375.39,292.85
22.26,381.18000000000006,338.65
19.84,262.59,188.35
15.58,306.83,255.65
16.76,316.13000000000005,311.15
6.62,168.45999999999998,150.64999999999998
6.74,117.54,146.34999999999997
16.18,210.65,229.21
13.89,168.64999999999998,182.601
24.28,335.17,298.45
16.9,298.63,241.75
34.17,489.85,377.55
22.06,290.29,295.04999999999995
15.39,233.64,209.35
17.93,205.11,229.93
18.68,318.44000000000005,322.15
24.03,329.25,265.98
17.97,229.47,239.95
14.45,214.47,203.15
14.45,214.47,231.95
15.48,218.58,238.45
15.48,218.58,235.95
15.48,218.58,241.05
19.68,248.5,189.35
12.61,166.89,154.32
14.09,163.57,163.67999999999998
14.09,163.57,163.67999999999998
14.09,163.57,136.51
22.75,327.49,266.65
23.44,233.52,222.85
19.08,251.91,250.15
23.47,262.69000000000005,225.15
28.62,256.06,215.65
21.26,243.65,232.85
20.77,235.9,212.15
31.21,267.33,226.75
27.24,281.75,261.15
16.86,215.62,192.25
17.01,274.75,142.64999999999998
35.1,605.2,600.15
44.29,711.76,433.15
43.14,548.86,440.15
40.68,622.7800000000001,653.15
15.48,357.86,272.15
28.57,425.92,503.15
37.77,532.48,424.85
37.77,532.48,386.85
37.77,532.48,385.15
37.77,532.48,376.65
26.46,248.36,252.15
33.67,323.08000000000004,388.15
33.67,323.08000000000004,388.15
33.67,323.08000000000004,388.15
33.67,323.08000000000004,388.15
33.67,323.08000000000004,430.55
33.67,323.08000000000004,430.55
33.67,323.08000000000004,430.55
33.67,323.08000000000004,430.55
33.67,323.08000000000004,410.15
33.67,323.08000000000004,410.15
33.67,323.08000000000004,410.15
33.67,323.08000000000004,410.15
22.41,412.03,264.15
52.11,636.3600000000001,558.15
52.11,636.3600000000001,516.15
11.29,296.66,459.4
51.92,767.19,438.15
18.88,272.51,200.25
151.16,765.9599999999999,373.15
63.1,382.78,329.24
73.24,543.38,360.85
67.18,443.6,353.15
39.48,312.08,309.15
43.99,403.27,378.15
37.2,270.08000000000004,291.33
57.48,591.28,395.15
38.7,335.07,304.54999999999995
41.24,306.54,292.15
47.34,430.68,335.64
41.28,330.9,322.45
38.8,320.01,316.15
42.99,349.93,285.15
35.92,268.32,277.35
47.54,425.6,275.15
46.74,334.95,254.65
42.39,353.34,319.15
46.78,364.12,299.54999999999995
83.01,492.73,317.04999999999995
66.51,619.74,345.65
49.9,392.04,314.15
49.33,341.77,297.15
50.81,432.76,337.15
88.19,515.27,329.95
42.28,313.09,289.15
40.17,317.04999999999995,288.15
13.99,189.22,256.65
10.22,150.54,170.74999999999997
10.22,150.54,170.74999999999997
10.22,150.54,134.45
10.22,150.54,134.45
8.74,153.86,132.45
11.7,147.22,177.04999999999998
11.7,147.22,177.04999999999998
11.7,147.22,177.04999999999998
11.7,147.22,228.25
11.7,147.22,228.25
11.7,147.22,228.25
21.84,307.82000000000005,407.65
15.79,208.04,302.15
11.86,259.96,185.15
17.25,251.32,267.65
17.54,369.58,337.82
34.47,381.64,402.15
21.87,249.94,278.25
19.76,72.38000000000001,141.14999999999998
12.89,249.32,155.74999999999997
9.55,222.16000000000005,213.15
4.59,120.68,173.09999999999997
7.55,99.53000000000002,126.7
7.18,131.95,179.59999999999997
7.74,177.76999999999998,271.15
12.17,96.53000000000002,117.64999999999998
16.55,364.27,313.65
22.92,365.76,193.15
18.93,314.02,438.75
34.24,465.17,423.15
61.33,919.6,410.15
52.32,337.86,235.15
26.95,454.85,268.15
13.58,199.38,214.95
18.09,290.57,374.15
11.3,157.38,177.88
15.87,241.38,265.15
24.89,423.76,499.05
21.69,323.9,311.95
14.31,287.36,275.35
31.58,478.58,424.65
34.91,529.0799999999999,454.95
15.95,264.02,318.15
19.47,279.02,314.65
12.43,249.02,316.15
14.49,257.24,267.65
14.49,257.24,263.15
19.38,230.3,252.15
12.8,222.37,192.85
15.34,193.84,192.63
11.82,178.84,126.14999999999998
21.44,317.98,269.04999999999995
15.38,218.2,226.75
12.89,207.31,217.7
12.89,207.31,217.75
17.09,237.23,186.15
89.0,495.48,348.96
8.94,148.78,261.15
8.94,148.78,261.15
8.94,148.78,261.15
8.94,148.78,261.15
10.02,155.62,133.39
11.5,152.3,132.02999999999997
11.5,152.3,132.02999999999997
11.5,152.3,140.04999999999998
11.5,152.3,140.04999999999998
11.5,152.3,159.45
14.51,282.28,349.15
21.64,312.9,309.65
21.64,312.9,285.15
20.16,316.22,236.15
34.98,538.9,459.65
20.85,222.25,212.15
22.15,231.76,228.15
16.49,240.64,252.15
20.88,251.42,209.75
32.44,474.86,341.45
26.03,244.79,195.15
18.67,232.38,225.65
18.18,224.63,200.15
31.21,267.33,217.95
27.87,341.72,255.15
36.39,289.87,242.15
34.41,458.04,379.15
21.75,262.97,228.05
28.62,256.06,210.15
23.44,233.52,215.65
14.27,204.35,141.04999999999998
14.42,263.48,183.65
14.42,263.48,169.14999999999998
14.84,250.17,193.15
23.55,435.12,356.15
21.98,400.16,505.15
21.98,400.16,505.15
48.37,706.4399999999999,537.15
27.63,530.56,445.15
15.35,370.14,369.15
24.55,484.0,521.15
15.23,309.04,203.15
17.29,394.72,446.15
6.53,238.11,201.15
16.2,317.09000000000003,363.15
20.51,439.98,413.15
21.23,412.76,391.75
26.44,478.66,420.15
26.44,478.66,405.15
26.44,478.66,423.35
12.59,317.15000000000003,263.15
36.2,651.78,583.15
20.39,378.88000000000005,363.15
17.8,367.61,360.15
17.8,367.61,346.15
17.8,367.61,397.65
29.03,489.93,402.45
23.82,424.03,371.15
23.85,467.39,431.75
23.85,467.39,474.45
23.85,467.39,486.15
25.52,492.64,421.15
15.22,371.78,371.15
15.22,371.78,355.95
15.22,371.78,386.15
24.89,450.76,408.15
23.26,410.64,486.65
23.26,410.64,503.65
19.51,386.64,292.15
20.7,389.56,330.75
20.7,389.56,351.15
20.7,389.56,443.15
16.82,341.26,317.35
16.82,341.26,322.15
20.35,356.26,256.15
17.0,328.85,325.15
42.35,651.66,461.15
5.02,325.74,308.15
31.89,608.55,508.65
31.89,608.55,510.15
23.25,512.94,488.95
43.13,710.13,437.15
30.63,559.4300000000001,477.65
7.67,251.35,362.65
45.8,779.65,455.15
42.71,410.9500000000001,361.65
27.35,432.48,310.15
25.09,361.53,384.15
51.43,491.5,369.65
22.0,363.8,333.15
7.44,214.51,360.65
29.83,524.68,416.65
21.19,413.63,388.15
26.37,436.17,338.15
27.24,513.41,485.15
26.65,456.66,477.15
26.47,436.55,313.65
21.29,414.01,325.65
21.29,414.01,388.15
28.28,496.78,338.65
24.77,412.2699999999999,357.15
24.46,427.81,457.65
16.64,321.07000000000005,369.15
23.82,424.03,391.15
19.92,441.45,367.15
26.29,476.0100000000001,403.65
23.58,479.33,373.15
26.05,491.18,440.15
26.05,491.18,450.95
26.05,491.18,425.65
25.46,434.43,467.65
15.52,369.9500000000001,241.15
29.91,522.51,400.15
13.56,330.99,472.15
22.33,463.33,438.15
18.48,348.8,354.65
20.1,391.78,294.15
20.1,391.78,323.15
48.8,618.53,480.15
22.69,403.05,274.15
12.93,358.68,353.15
15.53,296.49,349.15
28.84,536.28,433.15
16.83,358.97,384.15
30.84,557.69,468.15
30.84,557.69,495.65
36.02,580.23,453.65
24.89,458.29,371.75
34.82,623.52,421.15
34.82,623.52,502.65
53.08,499.04,355.15
53.29,493.96,264.87
27.18,386.34,343.15
18.64,275.67,263.15
46.41,575.67,321.65
19.41,352.53,307.15
22.91,420.65,482.15
22.91,420.65,421.65
22.91,420.65,441.15
29.9,503.42,409.65
26.22,432.33,394.15
26.92,524.22,422.15
28.09,443.19,412.65
23.08,390.53,355.65
17.9,367.99,275.65
17.9,367.99,367.15
17.9,367.99,381.35
48.3,645.64,472.65
26.84,537.51,384.15
27.21,393.6700000000001,395.65
64.35,600.97,406.95
24.89,450.76,308.15
30.27,468.22,363.15
20.49,379.2600000000001,422.15
29.24,484.85,485.15
29.56,522.1800000000001,450.15
29.56,522.1800000000001,450.15
29.56,522.1800000000001,450.15
29.56,522.1800000000001,422.65
29.56,522.1800000000001,422.65
29.56,522.1800000000001,422.65
29.56,522.1800000000001,443.15
29.56,522.1800000000001,443.15
29.56,522.1800000000001,443.15
27.53,479.22,512.65
27.53,479.22,512.65
27.53,479.22,547.15
27.53,479.22,547.15
24.38,490.59,430.15
5.6,234.38,233.15
9.12,249.38,227.15
9.21,234.32,256.15
26.57,431.0899999999999,347.15
15.02,316.29999999999995,345.15
14.13,403.74,403.15
14.24,347.70000000000005,414.15
22.68,429.13,555.15
26.18,405.81,348.15
13.56,316.8,362.67
19.32,340.02,267.15
31.41,508.7,520.65
14.14,317.48,351.15
40.78,468.0700000000001,375.15
9.78,252.31,221.81
20.55,407.1,419.25
11.0,253.07,271.7
36.27,590.26,437.15
22.81,442.61,405.15
18.0,346.83000000000004,325.45
32.94,542.49,441.65
24.3,446.88,309.15
