EnthalpyFus,JR Tm /K,CRC Tm /K
47.46,335.63,303.15
14.82,348.84000000000003,345.37
10.04,278.26,302.15
9.04,216.51,228.75
14.82,348.84000000000003,289.85
23.27,313.11,378.15
16.48,179.92000000000002,216.42
26.87,346.44,324.85
19.49,309.9,269.15
36.76,501.12,415.45
21.13,286.56,303.35
24.65,301.56,332.75
17.98,244.91,219.65
20.52,216.38,223.95
26.62,340.52,289.66
20.56,240.74,258.45
17.04,225.74,241.55
17.04,225.74,228.15
18.08,229.85,252.84
22.27,259.77,210.15
14.32,166.24,323.15
15.2,178.16,171.48999999999998
16.68,174.84,185.15
16.68,174.84,147.14999999999998
16.68,174.84,147.14999999999998
16.68,174.84,163.14999999999998
16.68,174.84,163.14999999999998
16.68,174.84,154.04999999999998
16.68,174.84,154.04999999999998
16.68,174.84,179.34999999999997
16.68,174.84,179.34999999999997
26.03,244.79,235.15
21.67,263.18,273.15
30.87,369.74,293.15
26.06,273.96000000000004,237.15
31.21,267.33,217.55
23.85,254.92,252.75
23.36,247.17,228.65
49.0,438.22,311.65
41.57,312.41,255.05
31.84,385.68,316.15
27.25,296.19,281.15
47.99,545.84,346.15
28.62,256.06,231.55
19.45,226.89,193.75
19.6,286.02,211.65
19.6,286.02,169.24999999999997
19.6,286.02,170.54999999999998
23.69,346.84,255.15
21.92,689.22,470.15
25.72,458.23,413.15
74.4,1144.48,473.15
13.44,216.31,238.15
12.53,272.0,257.15
24.55,484.0,517.15
17.88,406.09,482.15
14.53,378.68,572.15
47.45,673.06,422.15
23.98,527.22,509.15
8.52,256.48,251.45
8.53,214.85,272.13
6.47,168.8,176.14999999999998
7.06,191.6,239.867
5.98,161.05,160.69
11.93,210.08,211.15
22.26,416.87,338.95
13.62,321.26,305.65
27.44,439.41,389.65
16.21,332.53000000000003,353.65
24.85,428.14,430.65
17.86,345.37,306.15
30.59,517.24,389.15
37.13,603.69,484.15
12.59,238.04,252.15
20.45,356.64,279.65
20.45,356.64,306.15
32.45,492.07,421.65
27.64,434.33,372.15
45.8,615.6399999999999,387.15
37.39,648.11,373.15
40.89,583.9100000000001,359.75
36.86,653.1899999999999,455.15
23.32,400.46,411.15
26.76,583.86,437.65
67.74,1061.93,588.15
12.66,298.13,365.15
42.2,673.69,483.65
40.6,623.76,420.65
29.21,235.99,285.15
13.22,425.39,329.15
46.12,637.6500000000001,327.85
40.96,708.8599999999999,468.15
39.11,472.48,477.15
32.41,556.6700000000001,561.15
35.99,644.6,502.65
20.61,459.92,352.65
40.68,674.46,395.15
33.69,532.48,544.15
29.57,479.26,507.05
28.16,429.5,381.65
24.77,383.48,357.35
28.42,432.46,504.65
33.96,490.0400000000001,397.55
33.96,490.0400000000001,350.04999999999995
48.3,593.9200000000001,468.15
10.98,249.32,244.17
10.17,267.33,374.1
35.74,539.61,417.85
30.55,495.2,462.65
27.31,443.75,397.15
26.97,407.27,497.15
125.26,653.26,364.85
60.51,371.51,326.45
20.92,366.31,327.45
14.87,266.53000000000003,320.15
34.61,258.81,283.1
44.75,419.41,325.67
38.69,319.63,316.95
36.21,308.74,312.15
36.21,308.74,315.15
33.33,257.05,269.35
39.8,342.07,309.65
44.19,352.85,285.15
55.75,576.29,332.65
41.98,333.81,298.15
49.97,464.57,323.15
37.58,305.78,283.15
9.56,150.86,135.87999999999997
7.63,139.27,132.33999999999995
7.63,139.27,132.33999999999995
7.63,139.27,185.65
7.63,139.27,185.65
6.15,142.59,124.84999999999997
11.04,147.54,147.49999999999997
14.8,299.17999999999995,234.65
17.64,391.81,531.15
39.49,408.01,356.65
49.85,435.29,326.65
29.68,346.58000000000004,253.15
23.99,332.61,307.15
22.57,282.85,243.15
19.18,236.83000000000004,225.85
22.83,285.81,249.15
31.53,421.22,376.45
22.89,325.61,276.15
5.4,102.67000000000002,172.51999999999998
23.2,307.41,244.15
24.96,348.55,305.95
21.38,260.62,243.36
16.73,290.23,327.15
8.49,214.84,206.25
3.3,192.3,236.65
3.3,192.3,234.35
22.51,401.95,401.15
11.0,188.11,191.65
15.5,279.3,377.15
8.71,146.11,143.48
13.28,230.11,259.15
19.1,312.63,284.95
11.72,276.09000000000003,244.25
28.99,467.31,371.05
16.88,267.75,253.15
27.8,275.85,275.15
11.9,245.97,254.85
10.21,211.1,176.95
12.75,182.57,197.46
9.23,167.57,104.14999999999998
9.23,167.57,162.34999999999997
18.85,306.71000000000004,239.52
12.79,206.93,195.57
9.27,191.93,200.15
9.27,191.93,203.25
10.3,196.04,196.32
10.3,196.04,234.17
14.5,225.96,163.14999999999998
33.69,532.48,530.15
7.89,537.6500000000001,333.65
86.41,484.21,347.54999999999995
88.01,534.14,361.95
7.43,144.35,108.01999999999998
8.91,141.03,121.79999999999998
8.91,141.03,121.79999999999998
8.91,141.03,132.95
8.91,141.03,132.95
17.57,304.95,250.65
91.79,1147.95,492.15
18.26,210.98,202.25
13.9,229.37,222.15
18.29,240.15000000000003,194.95
23.44,233.52,200.49
13.45,285.39,359.15
16.08,221.11,215.65
15.59,213.36,190.15
31.21,267.33,223.85
28.62,256.06,224.15
36.39,289.87,246.15
33.79,278.6,238.45
26.03,244.79,194.35
24.07,351.87,291.15
20.85,222.25,200.05
59.69,391.3,302.35
11.68,193.08,166.95
11.83,252.21,163.84999999999997
15.92,313.03,223.45
8.78,181.88,147.7
7.26,150.42000000000002,144.14999999999998
13.51,111.4,144.14999999999998
4.81,236.86,233.35
7.66,294.04,336.04999999999995
10.55,439.96,264.95
9.93,180.16,258.04999999999995
11.27,195.03,221.85
31.61,485.27,388.15
9.93,180.16,187.05
18.25,336.57,285.45
13.51,111.4,143.14999999999998
8.99,308.91,234.15
9.93,180.16,157.74999999999997
34.24,366.46,352.15
34.28,515.01,386.15
9.27,231.32,156.14999999999998
8.6,165.29000000000002,263.15
16.91,321.70000000000005,284.75
5.92,135.55,125.45
28.94,455.53,403.15
23.21,264.81,207.67
27.6,440.66,392.15
24.93,410.92,371.75
27.54,497.4,496.15
44.66,530.51,307.15
9.39,215.45,272.95
31.03,400.34,332.85
31.48,516.22,549.15
35.39,473.36,358.15
12.02,208.88,511.15
12.02,208.88,511.15
24.51,447.66,411.45
19.71,351.88,372.15
22.25,412.15,379.71
24.8,472.4200000000001,350.35
24.8,472.4200000000001,391.71
24.8,472.4200000000001,445.55
24.8,472.4200000000001,447.91
34.42,663.98,537.15
30.59,584.1400000000001,431.15
44.82,506.00000000000006,321.65
43.26,537.94,423.95
11.51,283.0,314.04
41.26,721.59,535.15
47.48,775.9799999999999,503.65
41.42,676.1999999999999,474.65
26.55,517.0600000000001,458.05
30.87,460.18000000000006,429.85
21.85,389.17,371.65
14.68,275.54,237.15
20.91,395.85,318.95
20.91,395.85,358.65
35.34,415.08,312.15
28.45,484.46,386.15
28.45,484.46,418.95
28.45,484.46,434.15
15.79,289.39,285.15
21.89,411.79,357.15
18.95,346.48,340.65
20.92,385.44,388.65
36.69,536.01,456.15
44.71,695.89,448.15
21.7,350.31000000000006,329.15
13.49,253.31,228.05
32.45,492.07,416.15
31.04,408.83,369.15
26.51,453.39,488.15
31.45,518.71,457.15
21.58,419.06,355.15
24.33,350.74,409.15
32.27,514.89,456.65
32.47,538.94,426.15
25.71,442.22,354.65
25.71,442.22,346.15
28.9,458.44,427.15
24.12,391.7000000000001,433.15
26.72,445.98,420.41
18.08,350.37,347.45
22.37,365.23,329.65
24.74,426.28,352.65
24.74,426.28,348.15
20.66,346.20000000000005,326.15
19.18,357.37,307.15
29.31,457.25,429.15
29.74,513.6600000000001,566.15
21.88,331.44,336.15
27.26,462.23,385.15
27.26,462.23,483.15
23.81,492.08,388.15
32.7,426.89,342.15
22.31,331.47,370.15
32.46,535.0799999999999,440.15
18.9,328.74,333.15
17.3,278.81,285.15
17.3,278.81,260.15
17.5,273.73,293.65
17.5,273.73,314.15
20.42,384.91,277.65
19.08,278.59000000000003,317.65
24.51,432.00000000000006,350.15
26.89,382.99,330.15
23.49,289.4,321.15
38.02,368.97,317.15
15.17,312.98,339.15
20.07,271.21000000000004,242.05
29.65,365.25,299.65
22.65,360.65,271.65
42.51,533.92,429.15
25.67,419.6,400.65
25.07,312.62,290.15
22.48,301.35,300.15
15.54,319.72,293.15
24.74,433.58,445.15
24.74,433.58,401.15
14.43,297.28,352.15
34.65,533.46,369.15
22.75,423.36,421.35
27.2,453.39,461.15
25.48,338.86,434.15
10.77,224.84,240.15
20.51,366.94,424.15
40.79,361.37,297.65
47.02,652.6099999999999,390.15
24.48,423.06,395.15
31.72,453.21,447.15
31.72,453.21,447.15
31.72,453.21,411.15
31.72,453.21,411.15
19.47,263.11,291.15
27.24,296.92,353.15
29.83,308.19000000000005,277.15
12.37,292.12,297.15
42.44,698.13,505.95
26.92,420.8,334.15
26.92,420.8,381.15
21.91,368.14,318.15
21.91,368.14,374.15
27.66,323.89,295.95
16.63,250.85,237.55
20.98,271.99,315.65
19.89,290.08000000000004,263.75
20.09,285.0,311.65
19.71,352.56000000000006,333.65
19.72,320.20000000000005,378.65
16.31,317.47,293.15
17.48,259.94000000000005,292.15
14.71,267.54,291.75
14.71,267.54,257.85
14.82,277.52,268.75
14.82,277.52,268.75
14.82,277.52,295.15
14.82,277.52,295.15
17.4,273.35,307.15
17.4,273.35,307.15
17.4,273.35,307.95
17.4,273.35,307.95
19.11,292.38,310.65
22.66,282.48,233.15
14.78,285.87,300.65
14.78,285.87,300.65
14.29,239.84,245.15
26.37,484.31,410.15
46.52,896.5600000000002,589.15
17.47,338.11,437.15
17.47,338.11,347.15
21.66,399.31000000000006,316.45
21.66,399.31000000000006,348.15
20.21,363.09,403.15
24.46,428.41,356.15
36.8,612.8000000000001,487.65
27.66,443.16,314.97
56.33,428.99,325.15
33.3,490.96,446.15
18.46,402.71,329.65
32.18,650.21,499.65
32.38,607.0899999999999,508.65
19.73,380.92,420.55
31.87,518.74,429.15
18.45,203.04,298.95
17.81,382.12,364.45
30.41,540.06,480.15
33.69,532.48,638.15
64.04,741.74,501.15
64.04,741.74,501.15
76.77,1119.2999999999995,476.65
24.41,586.72,491.65
11.67,250.24,220.15
9.46,334.96,333.15
36.39,532.6800000000001,445.15
11.43,267.76,199.15
9.44,268.16,223.15
16.06,356.52,384.15
9.06,262.76,262.1
19.52,402.98,411.65
22.86,430.39,533.15
22.86,430.39,609.15
19.4,341.88,342.15
19.4,341.88,405.65
17.92,353.05,298.15
16.81,330.61,342.15
16.81,330.61,334.15
22.26,412.83,282.15
37.81,528.0600000000001,363.65
64.04,741.74,456.15
64.04,741.74,456.15
61.26,705.35,453.15
53.76,856.0400000000001,633.15
22.8,415.67,357.65
22.8,415.67,357.65
22.8,415.67,356.65
22.8,415.67,356.65
28.53,518.0699999999999,517.15
28.53,518.0699999999999,517.15
28.53,518.0699999999999,516.65
28.53,518.0699999999999,516.65
31.44,667.7199999999999,499.15
29.32,539.7,465.15
31.17,415.46,311.15
37.9,493.53,320.15
54.68,719.91,397.15
50.59,653.3399999999999,307.95
25.95,356.45,362.45
34.49,566.09,364.55
37.43,578.26,394.15
23.58,337.47,351.15
5.82,165.57,193.15
10.32,256.76,353.04999999999995
3.53,123.57,85.51999999999998
17.12,389.95,443.15
13.92,290.09000000000003,262.25
8.18,230.21,213.15
11.7,245.21,245.55
11.61,196.49,194.15
5.03,188.56,180.15
7.57,160.03,160.02999999999997
4.05,145.03,142.64999999999998
38.2,624.1800000000001,439.15
27.33,405.08,364.45
13.67,284.17,252.65
7.61,184.39,148.76
4.09,169.39,185.24
9.32,203.42,179.14999999999998
10.59,231.36,221.35
34.91,562.51,490.15
2.25,121.81,87.94999999999999
27.88,448.27,477.65
27.88,448.27,477.65
26.4,451.59,438.85
40.62,620.14,398.15
40.62,620.14,398.15
40.62,620.14,455.75
40.62,620.14,455.75
11.06,145.99,193.15
13.31,212.53000000000003,211.45
13.31,212.53000000000003,211.45
13.31,212.53000000000003,243.55
13.31,212.53000000000003,243.55
28.14,324.16,279.95
18.1,287.25,281.15
19.23,345.66,291.15
24.94,354.89,363.65
37.27,452.7600000000001,348.65
37.27,452.7600000000001,348.65
37.27,452.7600000000001,348.65
37.27,452.7600000000001,348.65
31.11,447.43000000000006,369.15
13.08,188.44,180.15
8.72,206.83,188.37
24.87,366.99,346.25
13.11,217.61,173.63
16.26,274.7,289.15
20.07,271.21000000000004,221.55
18.26,210.98,177.95
15.68,260.43,333.15
10.9,198.57,178.28999999999996
10.41,190.82,155.80999999999997
8.2,275.54,235.65
23.44,233.52,199.15
25.85,382.93,370.15
25.85,382.93,369.25
20.1,307.91,264.54999999999995
28.62,256.06,227.15
20.85,222.25,202.45
18.89,329.33,280.15
18.89,329.33,295.15
17.9,292.33,272.15
23.06,348.91,379.15
17.9,259.97,427.15
15.67,199.71,197.25
15.66,277.88,274.15
17.24,252.01,228.15
37.42,606.3700000000001,403.15
17.92,320.69,380.95
6.5,170.54,170.14999999999998
16.64,331.14,282.15
30.66,488.28,429.65
63.99,631.24,303.15
28.14,396.01,444.15
22.91,502.66,412.65
25.65,527.6400000000001,489.65
35.26,719.2,575.15
10.48,208.62,281.65
10.82,291.82000000000005,325.45
19.82,448.8,463.15
23.17,476.21,498.15
13.56,316.8,333.04999999999995
29.3,521.7,390.65
24.49,425.92,423.77
55.24,631.5,300.15
10.82,291.82000000000005,265.15
13.08,327.33000000000004,331.35
13.08,327.33000000000004,337.65
13.08,327.33000000000004,432.15
8.27,231.55,231.52
11.98,320.33000000000004,302.15
11.98,320.33000000000004,323.15
11.98,320.33000000000004,352.15
17.27,388.53,381.45
17.27,388.53,401.95
17.27,388.53,429.15
20.62,415.94,409.75
20.62,415.94,510.15
20.62,415.94,591.15
17.89,423.11,393.95
17.89,423.11,383.45
17.89,423.11,395.15
17.89,423.11,492.45
32.96,600.3299999999999,501.65
32.96,600.3299999999999,522.15
32.96,600.3299999999999,527.15
32.96,600.3299999999999,525.15
32.96,600.3299999999999,529.15
32.96,600.3299999999999,597.15
17.15,327.43,265.35
15.67,338.6,252.05
15.67,338.6,265.54999999999995
14.56,316.16,266.65
14.56,316.16,326.15
19.74,338.70000000000005,307.15
14.06,343.27000000000004,402.15
18.09,379.99,319.75
28.22,459.13,356.65
14.66,316.5400000000001,286.65
14.66,316.5400000000001,289.15
25.02,451.04,363.65
29.95,558.72,471.15
15.63,387.6,400.65
15.63,387.6,424.65
10.82,291.82000000000005,295.15
17.29,394.72,377.75
11.01,256.53,249.76
23.36,440.92,464.15
23.36,440.92,434.65
8.57,255.01,215.36
17.4,341.52000000000004,362.95
15.27,334.1,286.95
33.3,490.96,586.95
39.51,948.4,567.15
56.88,684.69,360.15
17.81,382.12,320.85
35.22,591.1200000000001,547.15
29.13,591.0899999999999,435.65
20.07,417.63,402.15
20.07,417.63,367.15
20.07,417.63,427.95
20.07,417.63,379.15
20.07,417.63,389.15
20.07,417.63,337.15
15.26,321.85,258.37
27.61,506.24,429.15
27.61,506.24,460.15
21.05,433.5700000000001,474.45
21.05,433.5700000000001,497.15
21.05,433.5700000000001,468.15
21.05,433.5700000000001,511.15
21.05,433.5700000000001,347.15
17.81,382.12,305.65
46.6,671.78,366.15
96.75,1088.73,353.15
59.36,601.3,342.65
46.53,489.04,330.65
17.29,394.72,382.95
34.01,366.0,337.15
34.01,366.0,337.15
41.87,484.6,462.15
41.87,484.6,462.15
41.87,484.6,454.65
41.87,484.6,454.65
35.81,384.82,336.65
77.53,546.6500000000001,301.15
18.58,405.21,369.15
18.58,405.21,369.15
18.58,405.21,369.15
16.78,386.39,361.15
16.78,386.39,361.15
16.78,386.39,361.15
16.78,386.39,361.15
16.78,386.39,361.15
16.78,386.39,354.15
16.78,386.39,354.15
16.78,386.39,354.15
16.78,386.39,354.15
16.78,386.39,354.15
26.66,327.48,284.35
30.1,518.5899999999999,494.65
38.36,713.8799999999999,553.15
76.17,1117.98,442.15
35.86,461.0900000000001,339.15
31.1,523.89,457.15
30.58,432.35,408.15
32.34,512.76,453.85
36.78,569.97,503.55
47.31,620.6500000000001,325.15
43.95,537.9200000000001,439.15
22.77,466.41,438.15
22.77,466.41,438.15
22.77,466.41,438.15
-0.29,213.65,166.16999999999996
48.98,715.7299999999999,483.65
48.75,733.2499999999999,475.15
52.53,693.85,544.65
47.37,637.2700000000001,478.15
47.37,637.2700000000001,478.15
47.37,637.2700000000001,478.15
47.37,637.2700000000001,458.15
47.37,637.2700000000001,458.15
47.37,637.2700000000001,458.15
47.37,637.2700000000001,473.65
47.37,637.2700000000001,473.65
47.37,637.2700000000001,473.65
57.69,750.43,554.65
47.14,654.7900000000001,478.65
66.81,313.62,268.35
34.05,725.7,509.15
37.64,552.45,417.65
38.08,529.8499999999999,435.15
38.11,517.4100000000001,417.15
37.88,534.9300000000001,411.15
37.88,534.9300000000001,411.15
37.88,534.9300000000001,421.15
37.88,534.9300000000001,421.15
20.3,295.30000000000007,268.15
20.3,295.30000000000007,268.15
20.3,295.30000000000007,397.97
20.3,295.30000000000007,397.97
9.24,204.58000000000004,242.5
19.71,401.22,536.15
26.4,456.04,458.15
9.13,264.82,331.135
63.66,799.4300000000001,454.15
107.34,831.8300000000002,360.15
36.36,560.3199999999999,383.15
60.96,728.03,465.15
22.77,466.41,407.65
22.77,466.41,407.65
22.77,466.41,407.65
46.62,496.26,370.15
27.53,547.68,479.15
27.53,547.68,479.15
27.53,547.68,479.15
27.53,547.68,479.15
27.53,547.68,420.15
27.53,547.68,420.15
27.53,547.68,420.15
27.53,547.68,420.15
27.53,547.68,445.65
27.53,547.68,445.65
27.53,547.68,445.65
27.53,547.68,445.65
27.53,547.68,442.15
27.53,547.68,442.15
27.53,547.68,442.15
27.53,547.68,442.15
29.74,596.9000000000001,436.65
114.87,1211.64,517.15
34.54,594.9300000000001,449.25
37.07,610.68,376.95
21.31,409.18,448.15
24.11,384.4,329.34
24.11,384.4,360.04999999999995
24.11,384.4,486.95
31.75,565.21,361.15
23.53,528.75,293.04999999999995
22.18,575.4100000000001,366.15
25.31,460.56,453.15
15.03,321.5,273.15
19.66,318.5,329.65
12.07,342.65,363.15
33.29,596.0699999999999,481.15
60.85,1010.87,569.15
20.96,341.04,319.85
20.96,341.04,323.85
20.96,341.04,412.35
32.52,564.48,467.15
30.15,447.6,339.04999999999995
30.15,447.6,363.85
30.15,447.6,453.15
42.07,707.2700000000001,409.15
44.49,551.48,578.15
38.62,528.4300000000001,500.15
9.06,238.0,314.19
9.06,238.0,299.69
25.36,388.62,501.15
25.36,388.62,496.15
10.31,234.4,202.95
10.68,201.98,230.81
15.31,198.98,250.95
9.87,219.99,177.84999999999997
9.87,219.99,190.55
7.72,223.13,250.32
30.13,498.78,389.15
28.94,476.55,462.65
27.95,431.34,471.15
31.93,497.17,339.15
31.93,497.17,373.55
26.74,452.76,389.15
26.74,452.76,343.15
26.74,452.76,388.15
9.38,230.67,209.15
23.51,401.31,363.15
26.05,461.58,342.15
45.13,673.1800000000001,434.15
36.95,548.3199999999999,419.65
20.31,404.71,303.65
99.36,540.56,354.54999999999995
57.92,360.24,323.45
68.06,520.84,355.15
62.0,421.06,350.15
68.26,515.76,316.15
14.9,384.34,471.95
16.99,279.52,270.15
34.31,289.54,296.15
38.81,380.73,377.15
32.02,247.54,279.02
52.3,568.74,397.35
40.19,369.18,358.95
33.52,312.53,292.25
36.06,284.0,280.15
42.16,408.14,327.30999999999995
36.1,308.36,310.85
33.61,297.47,306.65
37.81,327.39,272.15
30.74,245.78,260.27
37.21,330.79999999999995,356.25
41.6,341.58000000000004,282.85
39.39,322.54,297.15
40.09,473.8200000000001,309.15
28.22,368.25,263.75
75.12,552.62,313.15
16.49,223.72,226.95
16.49,223.72,277.03
21.15,406.72,231.65
5.84,117.08,169.84999999999997
6.21,84.66,184.15
10.84,81.66,142.01
3.25,105.81,89.53999999999996
9.0,174.17,258.15
22.55,435.61,393.15
19.81,297.67,359.15
23.9,420.45,363.15
9.96,247.49,184.15
6.96,176.55,164.76999999999998
21.48,257.96000000000004,213.15
14.71,244.4,193.15
17.27,353.82,258.15
20.66,399.84,315.65
12.47,283.85,250.15
12.47,283.85,233.15
6.79,248.21,213.15
15.08,355.84000000000003,311.15
10.27,260.06,237.39
15.43,316.64,307.65
16.06,371.78,341.15
15.43,316.64,288.65
16.06,371.78,332.15
22.06,259.21,246.15
17.26,350.36,302.554
16.88,236.67,260.15
7.45,184.3,224.05
8.04,207.1,262.82
10.28,263.52,225.15
17.27,353.82,289.91
24.27,447.58,372.15
2.64,233.43,177.01999999999998
42.24,785.92,471.95
16.14,311.54,460.15
8.56,335.69,444.15
27.08,538.85,428.15
6.04,237.45,270.65
17.94,286.39,237.15
14.53,266.44,266.45
14.53,266.44,249.35
14.53,266.44,352.35
21.35,306.34000000000003,282.04999999999995
21.35,306.34000000000003,324.15
26.1,489.88,506.15
42.37,480.84,417.95
33.34,564.5600000000001,441.65
30.54,412.9000000000001,469.15
1.65,184.76,373.94
17.01,390.52,358.15
1.48,245.65,184.85
0.5,230.15,192.46
21.44,450.12,320.15
34.73,474.1,452.15
17.34,222.32,215.15
43.61,415.76,208.15
6.83,207.3,219.15
6.83,207.3,260.54999999999995
4.24,196.03,263.4
4.61,163.61,151.84999999999997
4.24,196.03,206.62
4.61,163.61,171.04999999999998
4.8,241.85,322.15
20.31,378.16,357.15
20.31,378.16,353.15
20.31,378.16,391.15
15.23,426.18,290.15
8.97,347.16,301.15
19.63,386.98,358.45
4.66,314.74,442.15
16.35,260.98,270.48
36.38,677.89,287.04999999999995
24.2,321.35,323.15
42.22,472.9200000000001,476.65
32.21,458.46,484.15
32.61,614.94,455.15
36.84,455.46,498.05
29.26,479.61000000000007,554.55
63.46,868.4200000000001,605.65
109.72,585.64,359.15
83.82,472.94,345.95
15.92,412.36,372.15
23.47,533.12,471.95
18.66,437.34,430.05
3.13,241.18,292.23999999999995
10.18,355.49,223.05
10.18,355.49,315.65
20.62,495.48,429.58
12.44,391.0,366.15
7.63,295.22,239.54
23.44,494.82,469.65
11.47,319.94,283.54999999999995
3.62,248.93,273.65
2.15,225.68,199.96
1.66,217.93,164.14999999999998
16.24,406.63,374.15
6.58,198.69,256.15
33.43,410.66,274.85
40.13,703.3,436.15
86.32,546.92,312.15
27.87,518.3199999999999,334.15
30.53,490.44,402.15
35.71,512.98,402.15
15.12,309.36,257.15
5.08,234.95,235.03
20.02,430.61,337.35
17.43,419.34,400.95
17.43,419.34,412.95
29.77,603.73,632.15
19.55,423.30000000000007,401.65
13.62,329.30000000000007,402.15
13.62,329.30000000000007,402.15
13.62,329.30000000000007,402.15
13.62,329.30000000000007,402.15
18.51,405.62,361.65
17.57,338.12,322.75
53.38,831.8299999999999,526.15
57.16,969.3,508.15
54.08,600.9100000000001,271.65
28.94,516.98,404.15
7.93,195.07,178.14999999999998
20.27,379.46,376.55
20.27,379.46,382.45
20.27,379.46,453.15
173.6,1805.08,543.15
17.51,314.57,317.15
68.92,767.77,482.55
19.11,339.64,352.15
73.46,427.86,339.04999999999995
83.6,588.46,366.75
77.54,488.68,361.15
33.53,346.02,307.15
13.37,352.09000000000003,289.65
13.37,352.09000000000003,353.45
27.79,639.4300000000001,616.15
20.92,472.85,428.95
16.11,377.07,296.15
16.11,377.07,393.15
25.73,568.6300000000001,484.65
35.29,438.16,365.35
19.52,454.72,405.15
25.22,484.02,394.15
20.41,388.24,317.65
20.41,388.24,394.95
14.92,284.24,254.15
18.45,299.24,256.15
11.03,301.66,274.04999999999995
10.98,312.77,328.15
13.27,276.7,243.95
13.47,354.94,354.15
9.87,283.44,199.55
10.68,265.43,281.84
23.8,434.26,361.15
28.4,523.75,357.15
11.23,379.9,442.15
18.15,426.46,283.15
26.2,499.96,368.15
15.86,287.97,287.15
19.77,451.91,302.15
29.86,257.47,203.15
19.18,463.06,405.65
44.19,370.8,198.15
8.4,246.48,215.65
12.91,337.67,415.15
16.26,365.08,332.25
7.62,269.47,231.15
21.96,394.38,346.15
21.96,394.38,369.65
21.96,394.38,351.65
17.15,298.6,326.15
17.15,298.6,290.15
17.15,298.6,335.95
32.08,494.26,433.55
28.72,522.04,403.15
29.49,482.99,402.65
26.34,405.16,350.15
26.34,405.16,334.25
29.37,462.44,382.15
40.55,571.68,527.55
8.75,190.66000000000005,123.09999999999997
8.75,190.66000000000005,126.51999999999998
27.33,457.9,448.15
21.75,377.56000000000006,338.15
6.11,204.48,243.11
10.0,187.06,236.98
10.2,265.3,292.15
12.42,183.02,188.0
13.05,295.07000000000005,329.65
49.35,654.38,415.15
9.19,205.07,168.45
6.6,193.8,162.67999999999998
10.61,238.41000000000005,275.15
10.77,326.56,334.15
7.41,175.79000000000002,209.68
20.54,344.62,350.65
20.54,344.62,334.65
19.35,322.39,355.54999999999995
13.1,287.25,256.15
25.13,434.11,350.15
25.13,434.11,339.65
25.13,434.11,319.15
7.97,290.26,372.15
28.12,454.73,330.65
14.88,336.82,203.75
33.91,566.45,364.15
9.27,223.54,201.15
22.93,410.3200000000001,353.15
22.93,410.3200000000001,335.15
22.93,410.3200000000001,331.15
22.93,410.3200000000001,341.54999999999995
22.93,410.3200000000001,342.65
22.93,410.3200000000001,374.15
33.27,516.49,428.35
36.25,494.29,322.15
12.59,198.33,214.25
12.59,198.33,259.35
9.27,261.57,320.15
7.42,213.99,243.15
22.25,419.14,295.65
24.79,479.41,418.85
26.91,279.61,271.15
7.94,208.67,287.52
7.94,208.67,236.93
32.53,518.04,332.15
35.82,576.76,423.85
26.26,425.79,381.15
55.33,348.97,320.54999999999995
56.93,398.9,342.15
9.81,302.64,340.65
13.93,355.68,453.15
15.03,248.52,543.25
19.59,351.44,306.65
31.72,278.27,287.15
29.43,236.27,267.79999999999995
49.71,557.47,387.45
30.93,301.26,283.15
39.57,396.87,315.0
33.51,297.09000000000003,304.15
31.03,286.2,301.15
31.03,286.2,306.15
28.15,234.51,250.08
34.62,319.53,300.15
39.01,330.31000000000006,272.85
36.8,311.27,287.15
32.4,283.24,274.15
28.31,474.35,315.25
92.02,527.95,288.85
26.58,372.31000000000006,294.65
23.66,343.15,316.65
14.32,189.85,158.45
20.1,276.46,247.15
20.1,276.46,206.75
21.85,323.48,263.75
32.77,331.58000000000004,223.15
21.23,268.84000000000003,229.35
9.56,249.68,346.95
12.91,277.09000000000003,257.95
8.56,196.34,127.14999999999998
13.8,210.61,267.65
2.76,116.49,161.33999999999995
6.65,99.07,189.2
6.85,177.31,229.15
9.07,95.03,105.24999999999996
4.58,163.28,143.99999999999997
4.06,87.80000000000001,118.01999999999998
14.56,295.04,308.65
14.56,295.04,278.65
14.56,295.04,311.15
9.75,199.26,244.16
13.46,288.04,287.65
13.46,288.04,310.65
6.59,124.90000000000002,115.99999999999996
15.54,310.98,318.65
15.54,310.98,272.25
36.3,542.87,406.65
7.92,139.77,131.99999999999997
20.72,332.93000000000006,312.15
13.94,260.46000000000004,233.15
5.92,173.58,221.15
4.07,126.0,122.79999999999998
20.08,396.6,315.95
49.87,624.1299999999999,322.75
35.42,690.83,494.15
35.42,690.83,535.15
36.46,674.2,413.65
41.84,691.6600000000001,473.15
52.56,583.14,375.15
57.74,605.68,374.65
34.64,613.97,426.95
29.47,591.43,446.15
29.47,591.43,494.15
32.06,602.6999999999999,448.65
30.12,567.4100000000001,503.75
8.04,260.21,393.15
23.56,494.74,432.95
51.46,830.46,473.15
19.29,212.47000000000003,251.35
23.78,361.12,318.15
17.3,265.27,264.15
37.11,457.85,317.15
42.39,739.27,472.15
20.7,405.12,385.95
15.89,309.34,321.65
15.89,309.34,327.65
25.88,427.66,308.65
22.18,393.95,276.15
28.24,493.73,418.15
28.24,493.73,444.15
23.89,412.98,355.15
36.1,557.0,450.15
6.16,186.53,288.15
6.55,156.04000000000002,156.04999999999998
17.14,338.43,341.15
